Frame,Ear Value,Abnormal Blink,PERCLOS,Alarm Level,awake,sdrowsy,drowsy
3938,0.335,0,5.59,0,2441,1264,242
3939,0.304,0,5.59,0,2442,1264,242
3940,0.311,0,5.59,0,2443,1264,242
3941,0.323,0,5.59,0,2444,1264,242
3942,0.298,0,5.59,0,2445,1264,242
3943,0.315,0,5.59,0,2446,1264,242
3944,0.315,0,5.59,0,2447,1264,242
3945,0.314,0,5.59,0,2448,1264,242
3946,0.320,0,5.59,0,2449,1264,242
3947,0.327,0,5.59,0,2450,1264,242
3948,0.327,0,5.59,0,2451,1264,242
3949,0.303,0,5.59,0,2452,1264,242
3950,0.302,0,5.59,0,2453,1264,242
3951,0.326,0,5.59,0,2454,1264,242
3952,0.320,0,5.59,0,2455,1264,242
3953,0.328,0,5.59,0,2456,1264,242
3954,0.303,0,5.59,0,2457,1264,242
3955,0.303,0,5.59,0,2458,1264,242
3956,0.315,0,5.59,0,2459,1264,242
3957,0.326,0,5.59,0,2460,1264,242
3958,0.315,0,5.59,0,2461,1264,242
3959,0.314,0,5.59,0,2462,1264,242
3960,0.299,0,5.59,0,2463,1264,242
3961,0.302,0,5.59,0,2464,1264,242
3962,0.298,0,5.59,0,2465,1264,242
3963,0.299,0,5.59,0,2466,1264,242
3964,0.291,0,5.59,0,2467,1264,242
3965,0.302,0,5.59,0,2468,1264,242
3966,0.326,0,5.59,0,2469,1264,242
3967,0.297,0,5.59,0,2470,1264,242
3968,0.290,0,5.59,0,2471,1264,242
3969,0.310,0,5.59,0,2472,1264,242
3970,0.316,0,5.59,0,2473,1264,242
3971,0.319,0,5.59,0,2474,1264,242
3972,0.323,0,5.59,0,2475,1264,242
3973,0.303,0,5.59,0,2476,1264,242
3974,0.310,0,5.59,0,2477,1264,242
3975,0.318,0,5.59,0,2478,1264,242
3976,0.311,0,5.59,0,2479,1264,242
3977,0.314,0,5.59,0,2480,1264,242
3978,0.310,0,5.59,0,2481,1264,242
3979,0.304,0,5.59,0,2482,1264,242
3980,0.326,0,5.59,0,2483,1264,242
3981,0.304,0,5.59,0,2484,1264,242
3982,0.306,0,5.59,0,2485,1264,242
3983,0.291,0,5.59,0,2486,1264,242
3984,0.299,0,5.59,0,2487,1264,242
3985,0.304,0,5.59,0,2488,1264,242
3986,0.293,0,5.59,0,2489,1264,242
3987,0.292,0,5.59,0,2490,1264,242
3988,0.299,0,5.59,0,2491,1264,242
3989,0.302,0,5.59,0,2492,1264,242
3990,0.298,0,5.59,0,2493,1264,242
3991,0.306,0,5.59,0,2494,1264,242
3992,0.306,0,5.59,0,2495,1264,242
3993,0.303,0,5.59,0,2496,1264,242
3994,0.326,0,5.59,0,2497,1264,242
3995,0.326,0,5.59,0,2498,1264,242
3996,0.297,0,5.59,0,2499,1264,242
3997,0.301,0,5.59,0,2500,1264,242
3998,0.318,0,5.59,0,2501,1264,242
3999,0.321,0,5.40,0,2502,1264,242
4000,0.293,0,5.21,0,2503,1264,242
4001,0.305,0,5.03,0,2504,1264,242
4002,0.317,0,4.84,0,2505,1264,242
4003,0.317,0,4.66,0,2506,1264,242
4004,0.305,0,4.47,0,2507,1264,242
4005,0.317,0,4.28,0,2508,1264,242
4006,0.306,0,4.10,0,2509,1264,242
4007,0.310,0,3.91,0,2510,1264,242
4008,0.319,0,3.91,0,2511,1264,242
4009,0.321,0,3.91,0,2512,1264,242
4010,0.291,0,3.91,0,2513,1264,242
4011,0.294,0,3.91,0,2514,1264,242
4012,0.292,0,3.91,0,2515,1264,242
4013,0.298,1,4.10,0,2516,1264,242
4014,0.287,1,4.28,0,2517,1264,242
4015,0.292,1,4.47,0,2518,1264,242
4016,0.298,1,4.66,0,2519,1264,242
4017,0.261,1,4.84,0,2520,1264,242
4018,0.274,1,5.03,0,2521,1264,242
4019,0.283,1,5.21,0,2522,1264,242
4020,0.274,1,5.40,0,2523,1264,242
4021,0.273,1,5.59,0,2524,1264,242
4022,0.250,1,5.77,0,2525,1264,242
4023,0.268,1,5.96,0,2526,1264,242
4024,0.263,1,6.15,0,2527,1264,242
4025,0.239,1,6.33,0,2528,1264,242
4026,0.251,1,6.52,0,2529,1264,242
4027,0.262,1,6.70,0,2530,1264,242
4028,0.286,1,6.89,0,2531,1264,242
4029,0.275,1,7.08,0,2532,1264,242
4030,0.279,1,7.26,0,2533,1264,242
4031,0.285,1,7.45,0,2534,1264,242
4032,0.305,0,7.45,0,2535,1264,242
4033,0.299,0,7.45,0,2536,1264,242
4034,0.297,0,7.45,0,2537,1264,242
4035,0.297,0,7.45,0,2538,1264,242
4036,0.308,0,7.45,0,2539,1264,242
4037,0.307,0,7.45,0,2540,1264,242
4038,0.306,0,7.45,0,2541,1264,242
4039,0.321,0,7.45,0,2542,1264,242
4040,0.299,0,7.26,0,2543,1264,242
4041,0.303,0,7.08,0,2544,1264,242
4042,0.314,0,6.89,0,2545,1264,242
4043,0.303,0,6.70,0,2546,1264,242
4044,0.316,0,6.52,0,2547,1264,242
4045,0.314,0,6.52,0,2548,1264,242
4046,0.336,0,6.52,0,2549,1264,242
4047,0.321,0,6.52,0,2550,1264,242
4048,0.324,0,6.52,0,2551,1264,242
4049,0.315,0,6.52,0,2552,1264,242
4050,0.318,0,6.52,0,2553,1264,242
4051,0.324,0,6.52,0,2554,1264,242
4052,0.323,0,6.52,0,2555,1264,242
4053,0.311,0,6.52,0,2556,1264,242
4054,0.314,0,6.52,0,2557,1264,242
4055,0.324,0,6.52,0,2558,1264,242
4056,0.336,0,6.52,0,2559,1264,242
4057,0.344,0,6.52,0,2560,1264,242
4058,0.335,0,6.52,0,2561,1264,242
4059,0.356,0,6.52,0,2562,1264,242
4060,0.332,0,6.52,0,2563,1264,242
4061,0.324,0,6.52,0,2564,1264,242
4062,0.359,0,6.52,0,2565,1264,242
4063,0.327,0,6.52,0,2566,1264,242
4064,0.326,0,6.52,0,2567,1264,242
4065,0.323,0,6.52,0,2568,1264,242
4066,0.335,0,6.52,0,2569,1264,242
4067,0.334,0,6.52,0,2570,1264,242
4068,0.332,0,6.52,0,2571,1264,242
4069,0.328,0,6.52,0,2572,1264,242
4070,0.314,0,6.52,0,2573,1264,242
4071,0.332,0,6.52,0,2574,1264,242
4072,0.324,0,6.52,0,2575,1264,242
4073,0.312,0,6.52,0,2576,1264,242
4074,0.331,0,6.52,0,2577,1264,242
4075,0.304,0,6.52,0,2578,1264,242
4076,0.315,0,6.52,0,2579,1264,242
4077,0.323,0,6.52,0,2580,1264,242
4078,0.326,0,6.52,0,2581,1264,242
4079,0.311,0,6.52,0,2582,1264,242
4080,0.323,0,6.52,0,2583,1264,242
4081,0.318,0,6.52,0,2584,1264,242
4082,0.324,0,6.52,0,2585,1264,242
4083,0.323,0,6.52,0,2586,1264,242
4084,0.335,0,6.52,0,2587,1264,242
4085,0.323,0,6.52,0,2588,1264,242
4086,0.303,0,6.52,0,2589,1264,242
4087,0.315,0,6.52,0,2590,1264,242
4088,0.303,0,6.52,0,2591,1264,242
4089,0.311,0,6.52,0,2592,1264,242
4090,0.312,0,6.52,0,2593,1264,242
4091,0.298,0,6.52,0,2594,1264,242
4092,0.321,0,6.52,0,2595,1264,242
4093,0.300,0,6.52,0,2596,1264,242
4094,0.306,0,6.52,0,2597,1264,242
4095,0.299,0,6.52,0,2598,1264,242
4096,0.291,0,6.52,0,2599,1264,242
4097,0.312,0,6.52,0,2600,1264,242
4098,0.287,0,6.52,0,2601,1264,242
4099,0.303,0,6.52,0,2602,1264,242
4100,0.326,0,6.52,0,2603,1264,242
4101,0.291,0,6.52,0,2604,1264,242
4102,0.300,0,6.52,0,2605,1264,242
4103,0.286,0,6.52,0,2606,1264,242
4104,0.305,0,6.52,0,2607,1264,242
4105,0.318,0,6.52,0,2608,1264,242
4106,0.318,0,6.52,0,2609,1264,242
4107,0.312,0,6.52,0,2610,1264,242
4108,0.324,0,6.52,0,2611,1264,242
4109,0.323,0,6.52,0,2612,1264,242
4110,0.315,0,6.52,0,2613,1264,242
4111,0.280,0,6.33,0,2614,1264,242
4112,0.317,0,6.15,0,2615,1264,242
4113,0.315,0,6.15,0,2616,1264,242
4114,0.330,0,6.15,0,2617,1264,242
4115,0.303,0,6.15,0,2618,1264,242
4116,0.307,0,6.15,0,2619,1264,242
4117,0.328,0,6.15,0,2620,1264,242
4118,0.312,0,6.15,0,2621,1264,242
4119,0.292,0,6.15,0,2622,1264,242
4120,0.304,0,6.15,0,2623,1264,242
4121,0.303,0,6.15,0,2624,1264,242
4122,0.287,0,6.15,0,2625,1264,242
4123,0.311,0,6.15,0,2626,1264,242
4124,0.314,0,6.15,0,2627,1264,242
4125,0.327,0,6.15,0,2628,1264,242
4126,0.316,0,6.15,0,2629,1264,242
4127,0.292,0,6.15,0,2630,1264,242
4128,0.300,0,6.15,0,2631,1264,242
4129,0.306,0,6.15,0,2632,1264,242
4130,0.279,0,6.15,0,2633,1264,242
4131,0.287,0,6.15,0,2634,1264,242
4132,0.311,0,6.15,0,2635,1264,242
4133,0.279,0,6.15,0,2636,1264,242
4134,0.287,0,6.15,0,2637,1264,242
4135,0.291,0,6.15,0,2638,1264,242
4136,0.286,1,6.33,0,2639,1264,242
4137,0.281,1,6.52,0,2640,1264,242
4138,0.287,1,6.70,0,2641,1264,242
4139,0.275,1,6.89,0,2642,1264,242
4140,0.291,1,7.08,0,2643,1264,242
4141,0.314,0,7.08,0,2644,1264,242
4142,0.287,0,7.08,0,2645,1264,242
4143,0.280,0,7.08,0,2646,1264,242
4144,0.291,0,7.08,0,2647,1264,242
4145,0.280,1,7.26,0,2648,1264,242
4146,0.281,1,7.45,0,2649,1264,242
4147,0.279,1,7.64,0,2650,1264,242
4148,0.291,1,7.82,0,2651,1264,242
4149,0.287,1,8.01,0,2652,1264,242
4150,0.312,0,8.01,0,2653,1264,242
4151,0.305,0,8.01,0,2654,1264,242
4152,0.300,0,8.01,0,2655,1264,242
4153,0.293,0,8.01,0,2656,1264,242
4154,0.305,0,8.01,0,2657,1264,242
4155,0.282,0,8.01,0,2658,1264,242
4156,0.318,0,8.01,0,2659,1264,242
4157,0.323,0,8.01,0,2660,1264,242
4158,0.285,0,8.01,0,2661,1264,242
4159,0.311,0,8.01,0,2662,1264,242
4160,0.287,0,8.01,0,2663,1264,242
4161,0.315,0,8.01,0,2664,1264,242
4162,0.315,0,8.01,0,2665,1264,242
4163,0.299,0,8.01,0,2666,1264,242
4164,0.319,0,8.01,0,2667,1264,242
4165,0.310,0,8.01,0,2668,1264,242
4166,0.302,0,8.01,0,2669,1264,242
4167,0.291,0,8.01,0,2670,1264,242
4168,0.308,0,8.01,0,2671,1264,242
4169,0.299,0,8.01,0,2672,1264,242
4170,0.326,0,8.01,0,2673,1264,242
4171,0.303,0,8.01,0,2674,1264,242
4172,0.314,0,8.01,0,2675,1264,242
4173,0.301,0,8.01,0,2676,1264,242
4174,0.314,0,8.01,0,2677,1264,242
4175,0.291,0,8.01,0,2678,1264,242
4176,0.279,0,8.01,0,2679,1264,242
4177,0.303,0,8.01,0,2680,1264,242
4178,0.312,0,8.01,0,2681,1264,242
4179,0.291,0,8.01,0,2682,1264,242
4180,0.299,0,8.01,0,2683,1264,242
4181,0.292,0,8.01,0,2684,1264,242
4182,0.279,1,8.19,0,2685,1264,242
4183,0.293,1,8.38,0,2686,1264,242
4184,0.256,1,8.57,0,2687,1264,242
4185,0.314,0,8.57,0,2688,1264,242
4186,0.280,0,8.57,0,2689,1264,242
4187,0.297,0,8.57,0,2690,1264,242
4188,0.303,0,8.57,0,2691,1264,242
4189,0.297,0,8.57,0,2692,1264,242
4190,0.318,0,8.57,0,2693,1264,242
4191,0.302,0,8.57,0,2694,1264,242
4192,0.299,0,8.57,0,2695,1264,242
4193,0.291,0,8.57,0,2696,1264,242
4194,0.285,0,8.57,0,2697,1264,242
4195,0.299,1,8.75,0,2698,1264,242
4196,0.300,1,8.94,0,2699,1264,242
4197,0.315,0,8.94,0,2700,1264,242
4198,0.300,0,8.94,0,2701,1264,242
4199,0.323,0,8.94,0,2702,1264,242
4200,0.306,0,8.94,0,2703,1264,242
4201,0.277,0,8.94,0,2704,1264,242
4202,0.323,0,8.94,0,2705,1264,242
4203,0.311,0,8.94,0,2706,1264,242
4204,0.323,0,8.94,0,2707,1264,242
4205,0.299,0,8.94,0,2708,1264,242
4206,0.305,0,8.94,0,2709,1264,242
4207,0.279,0,8.94,0,2710,1264,242
4208,0.275,0,8.94,0,2711,1264,242
4209,0.279,0,8.94,0,2712,1264,242
4210,0.299,1,9.12,0,2713,1264,242
4211,0.291,1,9.31,0,2714,1264,242
4212,0.279,1,9.50,0,2715,1264,242
4213,0.258,1,9.68,0,2716,1264,242
4214,0.283,1,9.87,0,2717,1264,242
4215,0.273,1,10.06,0,2718,1264,242
4216,0.273,1,10.24,0,2719,1264,242
4217,0.281,1,10.43,0,2720,1264,242
4218,0.293,1,10.61,0,2721,1264,242
4219,0.270,1,10.80,0,2722,1264,242
4220,0.270,1,10.99,0,2723,1264,242
4221,0.287,1,11.17,0,2724,1264,242
4222,0.256,1,11.36,0,2725,1264,242
4223,0.297,1,11.55,0,2726,1264,242
4224,0.256,1,11.73,0,2727,1264,242
4225,0.244,1,11.92,0,2728,1264,242
4226,0.256,1,12.10,0,2729,1264,242
4227,0.257,1,12.29,0,2730,1264,242
4228,0.257,1,12.48,0,2731,1264,242
4229,0.262,1,12.66,0,2732,1264,242
4230,0.294,1,12.85,0,2733,1264,242
4231,0.275,1,13.04,0,2734,1264,242
4232,0.285,1,13.22,0,2735,1264,242
4233,0.297,1,13.41,0,2736,1264,242
4234,0.310,0,13.41,0,2737,1264,242
4235,0.300,0,13.41,0,2738,1264,242
4236,0.303,0,13.41,0,2739,1264,242
4237,0.310,0,13.41,0,2740,1264,242
4238,0.312,0,13.41,0,2741,1264,242
4239,0.311,0,13.41,0,2742,1264,242
4240,0.310,0,13.41,0,2743,1264,242
4241,0.323,0,13.41,0,2744,1264,242
4242,0.299,0,13.41,0,2745,1264,242
4243,0.304,0,13.41,0,2746,1264,242
4244,0.314,0,13.41,0,2747,1264,242
4245,0.326,0,13.41,0,2748,1264,242
4246,0.303,0,13.41,0,2749,1264,242
4247,0.334,0,13.41,0,2750,1264,242
4248,0.291,0,13.41,0,2751,1264,242
4249,0.320,0,13.41,0,2752,1264,242
4250,0.304,0,13.41,0,2753,1264,242
4251,0.303,0,13.41,0,2754,1264,242
4252,0.292,0,13.41,0,2755,1264,242
4253,0.291,0,13.41,0,2756,1264,242
4254,0.331,0,13.41,0,2757,1264,242
4255,0.311,0,13.41,0,2758,1264,242
4256,0.343,0,13.41,0,2759,1264,242
4257,0.302,0,13.41,0,2760,1264,242
4258,0.302,0,13.41,0,2761,1264,242
4259,0.317,0,13.41,0,2762,1264,242
4260,0.335,0,13.22,0,2763,1264,242
4261,0.314,0,13.04,0,2764,1264,242
4262,0.300,0,13.04,0,2765,1264,242
4263,0.303,0,13.04,0,2766,1264,242
4264,0.303,0,13.04,0,2767,1264,242
4265,0.323,0,13.04,0,2768,1264,242
4266,0.315,0,13.04,0,2769,1264,242
4267,0.323,0,13.04,0,2770,1264,242
4268,0.320,0,13.04,0,2771,1264,242
4269,0.343,0,13.04,0,2772,1264,242
4270,0.311,0,13.04,0,2773,1264,242
4271,0.304,0,13.04,0,2774,1264,242
4272,0.315,0,13.04,0,2775,1264,242
4273,0.350,0,13.04,0,2776,1264,242
4274,0.315,0,13.04,0,2777,1264,242
4275,0.314,0,13.04,0,2778,1264,242
4276,0.314,0,13.04,0,2779,1264,242
4277,0.318,0,13.04,0,2780,1264,242
4278,0.314,0,13.04,0,2781,1264,242
4279,0.323,0,13.04,0,2782,1264,242
4280,0.310,0,13.04,0,2783,1264,242
4281,0.326,0,13.04,0,2784,1264,242
4282,0.315,0,13.04,0,2785,1264,242
4283,0.311,0,13.04,0,2786,1264,242
4284,0.304,0,13.04,0,2787,1264,242
4285,0.303,0,13.04,0,2788,1264,242
4286,0.310,0,13.04,0,2789,1264,242
4287,0.318,0,13.04,0,2790,1264,242
4288,0.323,0,13.04,0,2791,1264,242
4289,0.315,0,13.04,0,2792,1264,242
4290,0.323,0,13.04,0,2793,1264,242
4291,0.331,0,13.04,0,2794,1264,242
4292,0.315,0,13.04,0,2795,1264,242
4293,0.292,0,13.04,0,2796,1264,242
4294,0.323,0,13.04,0,2797,1264,242
4295,0.331,0,13.04,0,2798,1264,242
4296,0.322,0,13.04,0,2799,1264,242
4297,0.298,0,13.04,0,2800,1264,242
4298,0.326,0,13.04,0,2801,1264,242
4299,0.335,0,13.04,0,2802,1264,242
4300,0.326,0,13.04,0,2803,1264,242
4301,0.327,0,13.04,0,2804,1264,242
4302,0.322,0,13.04,0,2805,1264,242
4303,0.322,0,13.04,0,2806,1264,242
4304,0.327,0,13.04,0,2807,1264,242
4305,0.327,0,13.04,0,2808,1264,242
4306,0.330,0,13.04,0,2809,1264,242
4307,0.327,0,13.04,0,2810,1264,242
4308,0.326,0,13.04,0,2811,1264,242
4309,0.305,0,13.04,0,2812,1264,242
4310,0.324,0,13.04,0,2813,1264,242
4311,0.335,0,13.04,0,2814,1264,242
4312,0.311,0,13.04,0,2815,1264,242
4313,0.324,0,13.04,0,2816,1264,242
4314,0.299,0,13.04,0,2817,1264,242
4315,0.334,0,13.04,0,2818,1264,242
4316,0.334,0,13.04,0,2819,1264,242
4317,0.334,0,13.04,0,2820,1264,242
4318,0.334,0,13.04,0,2821,1264,242
4319,0.326,0,13.04,0,2822,1264,242
4320,0.167,0,13.04,0,2823,1264,242
4321,0.166,0,13.04,0,2824,1264,242
4322,0.198,0,13.04,0,2825,1264,242
4323,0.233,1,13.22,0,2826,1264,242
4324,0.245,1,13.41,0,2827,1264,242
4325,0.287,1,13.59,0,2828,1264,242
4326,0.294,1,13.78,0,2829,1264,242
4327,0.287,1,13.97,0,2830,1264,242
4328,0.293,1,14.15,0,2831,1264,242
4329,0.282,1,14.34,0,2832,1264,242
4330,0.306,0,14.34,0,2833,1264,242
4331,0.299,0,14.34,0,2834,1264,242
4332,0.268,0,14.34,0,2835,1264,242
4333,0.286,0,14.34,0,2836,1264,242
4334,0.292,1,14.53,0,2837,1264,242
4335,0.292,1,14.71,0,2838,1264,242
4336,0.303,0,14.71,0,2839,1264,242
4337,0.300,0,14.71,0,2840,1264,242
4338,0.291,0,14.71,0,2841,1264,242
4339,0.291,0,14.71,0,2842,1264,242
4340,0.286,1,14.90,0,2843,1264,242
4341,0.304,0,14.90,0,2844,1264,242
4342,0.287,0,14.90,0,2845,1264,242
4343,0.291,0,14.90,0,2846,1264,242
4344,0.287,0,14.90,0,2847,1264,242
4345,0.299,1,15.08,1,2847,1265,242
4346,0.305,0,15.08,1,2847,1266,242
4347,0.280,0,15.08,1,2847,1267,242
4348,0.299,0,15.08,1,2847,1268,242
4349,0.310,0,15.08,1,2847,1269,242
4350,0.311,0,15.08,1,2847,1270,242
4351,0.302,0,15.08,1,2847,1271,242
4352,0.291,0,15.08,1,2847,1272,242
4353,0.314,0,15.08,1,2847,1273,242
4354,0.291,0,15.08,1,2847,1274,242
4355,0.286,0,15.08,1,2847,1275,242
4356,0.279,0,15.08,1,2847,1276,242
4357,0.274,1,15.27,1,2847,1277,242
4358,0.298,1,15.46,1,2847,1278,242
4359,0.292,1,15.64,1,2847,1279,242
4360,0.301,0,15.64,1,2847,1280,242
4361,0.305,0,15.64,1,2847,1281,242
4362,0.293,0,15.64,1,2847,1282,242
4363,0.292,0,15.64,1,2847,1283,242
4364,0.304,0,15.64,1,2847,1284,242
4365,0.296,0,15.64,1,2847,1285,242
4366,0.315,0,15.64,1,2847,1286,242
4367,0.292,0,15.64,1,2847,1287,242
4368,0.322,0,15.64,1,2847,1288,242
4369,0.304,0,15.64,1,2847,1289,242
4370,0.300,0,15.64,1,2847,1290,242
4371,0.299,0,15.64,1,2847,1291,242
4372,0.284,0,15.64,1,2847,1292,242
4373,0.302,0,15.64,1,2847,1293,242
4374,0.299,0,15.64,1,2847,1294,242
4375,0.299,0,15.64,1,2847,1295,242
4376,0.299,0,15.64,1,2847,1296,242
4377,0.302,0,15.64,1,2847,1297,242
4378,0.310,0,15.64,1,2847,1298,242
4379,0.303,0,15.64,1,2847,1299,242
4380,0.322,0,15.64,1,2847,1300,242
4381,0.291,0,15.64,1,2847,1301,242
4382,0.293,0,15.64,1,2847,1302,242
4383,0.294,0,15.64,1,2847,1303,242
4384,0.291,1,15.83,1,2847,1304,242
4385,0.310,0,15.83,1,2847,1305,242
4386,0.310,0,15.83,1,2847,1306,242
4387,0.311,0,15.83,1,2847,1307,242
4388,0.287,0,15.83,1,2847,1308,242
4389,0.303,0,15.83,1,2847,1309,242
4390,0.314,0,15.83,1,2847,1310,242
4391,0.286,0,15.83,1,2847,1311,242
4392,0.275,0,15.64,1,2847,1312,242
4393,0.294,0,15.46,1,2847,1313,242
4394,0.319,0,15.27,1,2847,1314,242
4395,0.311,0,15.08,1,2847,1315,242
4396,0.305,0,15.08,1,2847,1316,242
4397,0.298,0,15.08,1,2847,1317,242
4398,0.305,0,15.08,1,2847,1318,242
4399,0.306,0,15.08,1,2847,1319,242
4400,0.310,0,15.08,1,2847,1320,242
4401,0.304,0,15.08,1,2847,1321,242
4402,0.292,0,15.08,1,2847,1322,242
4403,0.315,0,15.08,1,2847,1323,242
4404,0.316,0,15.08,1,2847,1324,242
4405,0.317,0,15.08,1,2847,1325,242
4406,0.303,0,15.08,1,2847,1326,242
4407,0.299,0,15.08,1,2847,1327,242
4408,0.303,0,15.08,1,2847,1328,242
4409,0.301,0,15.08,1,2847,1329,242
4410,0.299,0,15.08,1,2847,1330,242
4411,0.303,0,15.08,1,2847,1331,242
4412,0.279,0,15.08,1,2847,1332,242
4413,0.286,0,15.08,1,2847,1333,242
4414,0.287,0,15.08,1,2847,1334,242
4415,0.314,0,15.08,1,2847,1335,242
4416,0.300,0,15.08,1,2847,1336,242
4417,0.299,0,15.08,1,2847,1337,242
4418,0.291,0,15.08,1,2847,1338,242
4419,0.291,1,15.27,1,2847,1339,242
4420,0.285,1,15.46,1,2847,1340,242
4421,0.309,0,15.46,1,2847,1341,242
4422,0.279,0,15.46,1,2847,1342,242
4423,0.298,0,15.46,1,2847,1343,242
4424,0.302,0,15.46,1,2847,1344,242
4425,0.307,0,15.46,1,2847,1345,242
4426,0.311,0,15.46,1,2847,1346,242
4427,0.317,0,15.46,1,2847,1347,242
4428,0.311,0,15.46,1,2847,1348,242
4429,0.327,0,15.46,1,2847,1349,242
4430,0.300,0,15.46,1,2847,1350,242
4431,0.314,0,15.46,1,2847,1351,242
4432,0.310,0,15.46,1,2847,1352,242
4433,0.335,0,15.46,1,2847,1353,242
4434,0.310,0,15.46,1,2847,1354,242
4435,0.316,0,15.46,1,2847,1355,242
4436,0.327,0,15.46,1,2847,1356,242
4437,0.303,0,15.46,1,2847,1357,242
4438,0.322,0,15.46,1,2847,1358,242
4439,0.304,0,15.46,1,2847,1359,242
4440,0.322,0,15.46,1,2847,1360,242
4441,0.302,0,15.46,1,2847,1361,242
4442,0.291,0,15.46,1,2847,1362,242
4443,0.334,0,15.46,1,2847,1363,242
4444,0.291,0,15.27,1,2847,1364,242
4445,0.288,0,15.08,1,2847,1365,242
4446,0.315,0,14.90,0,2848,1365,242
4447,0.314,0,14.71,0,2849,1365,242
4448,0.316,0,14.53,0,2850,1365,242
4449,0.302,0,14.34,0,2851,1365,242
4450,0.310,0,14.15,0,2852,1365,242
4451,0.315,0,14.15,0,2853,1365,242
4452,0.326,0,14.15,0,2854,1365,242
4453,0.302,0,14.15,0,2855,1365,242
4454,0.335,0,14.15,0,2856,1365,242
4455,0.322,0,14.15,0,2857,1365,242
4456,0.303,0,14.15,0,2858,1365,242
4457,0.303,0,14.15,0,2859,1365,242
4458,0.291,0,14.15,0,2860,1365,242
4459,0.268,0,14.15,0,2861,1365,242
4460,0.292,0,14.15,0,2862,1365,242
4461,0.280,1,14.34,0,2863,1365,242
4462,0.311,0,14.34,0,2864,1365,242
4463,0.279,0,14.34,0,2865,1365,242
4464,0.291,0,14.34,0,2866,1365,242
4465,0.287,0,14.34,0,2867,1365,242
4466,0.310,0,14.34,0,2868,1365,242
4467,0.291,0,14.15,0,2869,1365,242
4468,0.280,0,14.15,0,2870,1365,242
4469,0.268,0,14.15,0,2871,1365,242
4470,0.293,1,14.34,0,2872,1365,242
4471,0.292,1,14.53,0,2873,1365,242
4472,0.279,1,14.71,0,2874,1365,242
4473,0.293,1,14.90,0,2875,1365,242
4474,0.291,1,15.08,1,2875,1366,242
4475,0.310,0,15.08,1,2875,1367,242
4476,0.312,0,15.08,1,2875,1368,242
4477,0.299,0,15.08,1,2875,1369,242
4478,0.300,0,15.08,1,2875,1370,242
4479,0.264,0,15.08,1,2875,1371,242
4480,0.299,1,15.27,1,2875,1372,242
4481,0.299,1,15.46,1,2875,1373,242
4482,0.287,1,15.64,1,2875,1374,242
4483,0.275,1,15.83,1,2875,1375,242
4484,0.291,1,16.01,1,2875,1376,242
4485,0.105,1,16.20,1,2875,1377,242
4486,0.099,1,16.39,1,2875,1378,242
4487,0.187,1,16.57,1,2875,1379,242
4488,0.203,1,16.76,1,2875,1380,242
4489,0.244,1,16.95,1,2875,1381,242
4490,0.257,1,17.13,1,2875,1382,242
4491,0.274,1,17.32,1,2875,1383,242
4492,0.262,1,17.50,1,2875,1384,242
4493,0.281,1,17.69,1,2875,1385,242
4494,0.245,1,17.88,1,2875,1386,242
4495,0.269,1,18.06,1,2875,1387,242
4496,0.286,1,18.25,1,2875,1388,242
4497,0.300,1,18.44,1,2875,1389,242
4498,0.286,1,18.62,1,2875,1390,242
4499,0.281,1,18.81,1,2875,1391,242
4500,0.281,1,18.99,1,2875,1392,242
4501,0.280,1,19.18,1,2875,1393,242
4502,0.293,1,19.37,1,2875,1394,242
4503,0.293,1,19.55,1,2875,1395,242
4504,0.305,0,19.55,1,2875,1396,242
4505,0.310,0,19.55,1,2875,1397,242
4506,0.301,0,19.55,1,2875,1398,242
4507,0.288,0,19.55,1,2875,1399,242
4508,0.280,0,19.55,1,2875,1400,242
4509,0.294,0,19.55,1,2875,1401,242
4510,0.321,0,19.55,1,2875,1402,242
4511,0.287,0,19.55,1,2875,1403,242
4512,0.287,0,19.55,1,2875,1404,242
4513,0.299,0,19.55,1,2875,1405,242
4514,0.306,0,19.55,1,2875,1406,242
4515,0.295,0,19.55,1,2875,1407,242
4516,0.265,0,19.55,1,2875,1408,242
4517,0.295,0,19.55,1,2875,1409,242
4518,0.290,1,19.74,1,2875,1410,242
4519,0.295,1,19.93,1,2875,1411,242
4520,0.288,1,20.11,1,2875,1412,242
4521,0.302,0,20.11,1,2875,1413,242
4522,0.286,0,20.11,1,2875,1414,242
4523,0.295,0,20.11,1,2875,1415,242
4524,0.287,0,20.11,1,2875,1416,242
4525,0.287,1,20.30,1,2875,1417,242
4526,0.294,1,20.48,1,2875,1418,242
4527,0.240,1,20.67,1,2875,1419,242
4528,0.294,1,20.86,1,2875,1420,242
4529,0.281,1,21.04,1,2875,1421,242
4530,0.298,1,21.23,1,2875,1422,242
4531,0.293,1,21.42,1,2875,1423,242
4532,0.300,1,21.60,1,2875,1424,242
4533,0.286,1,21.79,1,2875,1425,242
4534,0.299,1,21.97,1,2875,1426,242
4535,0.298,1,22.16,1,2875,1427,242
4536,0.293,1,22.35,1,2875,1428,242
4537,0.261,1,22.53,1,2875,1429,242
4538,0.293,1,22.72,1,2875,1430,242
4539,0.263,1,22.91,1,2875,1431,242
4540,0.281,1,23.09,1,2875,1432,242
4541,0.275,1,23.28,1,2875,1433,242
4542,0.287,1,23.46,1,2875,1434,242
4543,0.239,1,23.65,1,2875,1435,242
