Frame,Ear Value,Abnormal Blink,PERCLOS,Alarm Level,awake,sdrowsy,drowsy
210,0.318,0,0.00,0,211,0,0
211,0.347,0,0.00,0,212,0,0
212,0.318,0,0.00,0,213,0,0
213,0.330,0,0.00,0,214,0,0
214,0.341,0,0.00,0,215,0,0
215,0.314,0,0.00,0,216,0,0
216,0.345,0,0.00,0,217,0,0
217,0.318,0,0.00,0,218,0,0
218,0.329,0,0.00,0,219,0,0
219,0.339,0,0.00,0,220,0,0
220,0.319,0,0.00,0,221,0,0
221,0.289,0,0.00,0,222,0,0
222,0.332,0,0.00,0,223,0,0
223,0.301,0,0.00,0,224,0,0
224,0.301,0,0.00,0,225,0,0
225,0.299,0,0.00,0,226,0,0
226,0.301,0,0.00,0,227,0,0
227,0.314,0,0.00,0,228,0,0
228,0.330,0,0.00,0,229,0,0
229,0.300,0,0.00,0,230,0,0
230,0.300,0,0.00,0,231,0,0
231,0.294,0,0.00,0,232,0,0
232,0.281,1,0.00,0,233,0,0
233,0.299,1,0.00,0,234,0,0
234,0.308,0,0.00,0,235,0,0
235,0.307,0,0.00,0,236,0,0
236,0.312,0,0.00,0,237,0,0
237,0.263,0,0.00,0,238,0,0
238,0.281,0,0.00,0,239,0,0
239,0.156,0,0.00,0,240,0,0
240,0.138,1,0.00,0,241,0,0
241,0.201,1,0.00,0,242,0,0
242,0.215,1,0.00,0,243,0,0
243,0.249,1,0.00,0,244,0,0
244,0.243,1,0.00,0,245,0,0
245,0.285,1,0.00,0,246,0,0
246,0.302,0,0.00,0,247,0,0
247,0.285,0,0.00,0,248,0,0
248,0.309,0,0.00,0,249,0,0
249,0.297,0,0.00,0,250,0,0
250,0.325,0,0.00,0,251,0,0
251,0.257,0,0.00,0,252,0,0
252,0.237,0,0.00,0,253,0,0
253,0.248,0,0.00,0,254,0,0
254,0.244,1,0.00,0,255,0,0
255,0.229,1,0.00,0,256,0,0
256,0.257,1,0.00,0,257,0,0
257,0.245,1,0.00,0,258,0,0
258,0.251,1,0.00,0,259,0,0
259,0.256,1,0.00,0,260,0,0
260,0.245,1,0.00,0,261,0,0
261,0.239,1,0.00,0,262,0,0
262,0.221,1,0.00,0,263,0,0
263,0.255,1,0.00,0,264,0,0
264,0.268,1,0.00,0,265,0,0
265,0.249,1,0.00,0,266,0,0
266,0.273,1,0.00,0,267,0,0
267,0.297,1,0.00,0,268,0,0
268,0.321,0,0.00,0,269,0,0
269,0.303,0,0.00,0,270,0,0
270,0.339,0,0.00,0,271,0,0
271,0.300,0,0.00,0,272,0,0
272,0.307,0,0.00,0,273,0,0
273,0.309,0,0.00,0,274,0,0
274,0.346,0,0.00,0,275,0,0
275,0.330,0,0.00,0,276,0,0
276,0.353,0,0.00,0,277,0,0
277,0.337,0,0.00,0,278,0,0
278,0.152,0,0.00,0,279,0,0
279,0.142,0,0.00,0,280,0,0
280,0.221,0,0.00,0,281,0,0
281,0.251,1,0.00,0,282,0,0
282,0.238,1,0.00,0,283,0,0
283,0.293,1,0.00,0,284,0,0
284,0.274,1,0.00,0,285,0,0
285,0.250,1,0.00,0,286,0,0
286,0.297,1,0.00,0,287,0,0
287,0.273,1,0.00,0,288,0,0
288,0.298,1,0.00,0,289,0,0
289,0.285,1,0.00,0,290,0,0
290,0.286,1,0.00,0,291,0,0
291,0.268,1,0.00,0,292,0,0
292,0.284,1,0.00,0,293,0,0
293,0.273,1,0.00,0,294,0,0
294,0.291,1,0.00,0,295,0,0
295,0.285,1,0.00,0,296,0,0
296,0.310,0,0.00,0,297,0,0
297,0.291,0,0.00,0,298,0,0
298,0.280,0,0.00,0,299,0,0
299,0.257,0,0.00,0,300,0,0
300,0.316,0,0.00,0,301,0,0
301,0.347,0,0.00,0,302,0,0
302,0.319,0,0.00,0,303,0,0
303,0.330,0,0.00,0,304,0,0
304,0.333,0,0.00,0,305,0,0
305,0.326,0,0.00,0,306,0,0
306,0.342,0,0.00,0,307,0,0
307,0.338,0,0.00,0,308,0,0
308,0.330,0,0.00,0,309,0,0
309,0.330,0,0.00,0,310,0,0
310,0.349,0,0.00,0,311,0,0
311,0.307,0,0.00,0,312,0,0
312,0.329,0,0.00,0,313,0,0
313,0.342,0,0.00,0,314,0,0
314,0.342,0,0.00,0,315,0,0
315,0.330,0,0.00,0,316,0,0
316,0.352,0,0.00,0,317,0,0
317,0.342,0,0.00,0,318,0,0
318,0.345,0,0.00,0,319,0,0
319,0.326,0,0.00,0,320,0,0
320,0.346,0,0.00,0,321,0,0
321,0.362,0,0.00,0,322,0,0
322,0.361,0,0.00,0,323,0,0
323,0.338,0,0.00,0,324,0,0
324,0.334,0,0.00,0,325,0,0
325,0.349,0,0.00,0,326,0,0
326,0.330,0,0.00,0,327,0,0
327,0.346,0,0.00,0,328,0,0
328,0.345,0,0.00,0,329,0,0
329,0.352,0,0.00,0,330,0,0
330,0.296,0,0.00,0,331,0,0
331,0.330,0,0.00,0,332,0,0
332,0.329,0,0.00,0,333,0,0
333,0.358,0,0.00,0,334,0,0
334,0.346,0,0.00,0,335,0,0
335,0.330,0,0.00,0,336,0,0
336,0.329,0,0.00,0,337,0,0
337,0.326,0,0.00,0,338,0,0
338,0.338,0,0.00,0,339,0,0
339,0.307,0,0.00,0,340,0,0
340,0.307,0,0.00,0,341,0,0
341,0.319,0,0.00,0,342,0,0
342,0.318,0,0.00,0,343,0,0
343,0.327,0,0.00,0,344,0,0
344,0.291,0,0.00,0,345,0,0
345,0.326,0,0.00,0,346,0,0
346,0.315,0,0.00,0,347,0,0
347,0.330,0,0.00,0,348,0,0
348,0.329,0,0.00,0,349,0,0
349,0.327,0,0.00,0,350,0,0
350,0.315,0,0.00,0,351,0,0
351,0.330,0,0.00,0,352,0,0
352,0.349,0,0.00,0,353,0,0
353,0.307,0,0.00,0,354,0,0
354,0.338,0,0.00,0,355,0,0
355,0.337,0,0.00,0,356,0,0
356,0.315,0,0.00,0,357,0,0
357,0.329,0,0.00,0,358,0,0
358,0.330,0,0.00,0,359,0,0
359,0.329,0,0.00,0,360,0,0
360,0.320,0,0.00,0,361,0,0
361,0.326,0,0.00,0,362,0,0
362,0.338,0,0.00,0,363,0,0
363,0.299,0,0.00,0,364,0,0
364,0.305,0,0.00,0,365,0,0
365,0.309,0,0.00,0,366,0,0
366,0.324,0,0.00,0,367,0,0
367,0.315,0,0.00,0,368,0,0
368,0.318,0,0.00,0,369,0,0
369,0.337,0,0.00,0,370,0,0
370,0.322,0,0.00,0,371,0,0
371,0.291,0,0.00,0,372,0,0
372,0.304,0,0.00,0,373,0,0
373,0.310,0,0.00,0,374,0,0
374,0.304,0,0.00,0,375,0,0
375,0.302,0,0.00,0,376,0,0
376,0.291,0,0.00,0,377,0,0
377,0.291,0,0.00,0,378,0,0
378,0.303,0,0.00,0,379,0,0
379,0.292,0,0.00,0,380,0,0
380,0.303,0,0.00,0,381,0,0
381,0.286,0,0.00,0,382,0,0
382,0.310,0,0.00,0,383,0,0
383,0.303,0,0.00,0,384,0,0
384,0.304,0,0.00,0,385,0,0
385,0.324,0,0.00,0,386,0,0
386,0.318,0,0.00,0,387,0,0
387,0.314,0,0.00,0,388,0,0
388,0.307,0,0.00,0,389,0,0
389,0.310,0,0.00,0,390,0,0
390,0.291,0,0.00,0,391,0,0
391,0.323,0,0.00,0,392,0,0
392,0.321,0,0.00,0,393,0,0
393,0.316,0,0.00,0,394,0,0
394,0.284,0,0.00,0,395,0,0
395,0.195,0,0.00,0,396,0,0
396,0.128,0,0.00,0,397,0,0
397,0.149,1,0.00,0,398,0,0
398,0.199,1,0.00,0,399,0,0
399,0.244,1,0.00,0,400,0,0
400,0.292,1,0.00,0,401,0,0
401,0.303,0,0.00,0,402,0,0
402,0.303,0,0.00,0,403,0,0
403,0.291,0,0.00,0,404,0,0
404,0.292,0,0.00,0,405,0,0
405,0.310,0,0.00,0,406,0,0
406,0.314,0,0.00,0,407,0,0
407,0.293,0,0.00,0,408,0,0
408,0.302,0,0.00,0,409,0,0
409,0.316,0,0.00,0,410,0,0
410,0.315,0,0.00,0,411,0,0
411,0.314,0,0.00,0,412,0,0
412,0.326,0,0.00,0,413,0,0
413,0.315,0,0.00,0,414,0,0
414,0.339,0,0.00,0,415,0,0
415,0.331,0,0.00,0,416,0,0
416,0.331,0,0.00,0,417,0,0
417,0.309,0,0.00,0,418,0,0
418,0.322,0,0.00,0,419,0,0
419,0.315,0,0.00,0,420,0,0
420,0.315,0,0.00,0,421,0,0
421,0.314,0,0.00,0,422,0,0
422,0.314,0,0.00,0,423,0,0
423,0.326,0,0.00,0,424,0,0
424,0.338,0,0.00,0,425,0,0
425,0.330,0,0.00,0,426,0,0
426,0.315,0,0.00,0,427,0,0
427,0.312,0,0.00,0,428,0,0
428,0.330,0,0.00,0,429,0,0
429,0.320,0,0.00,0,430,0,0
430,0.307,0,0.00,0,431,0,0
431,0.296,0,0.00,0,432,0,0
432,0.314,0,0.00,0,433,0,0
433,0.278,0,0.00,0,434,0,0
434,0.286,0,0.00,0,435,0,0
435,0.124,0,0.00,0,436,0,0
436,0.136,1,0.00,0,437,0,0
437,0.150,1,0.00,0,438,0,0
438,0.182,1,0.00,0,439,0,0
439,0.245,1,0.00,0,440,0,0
440,0.286,1,0.00,0,441,0,0
441,0.293,1,0.00,0,442,0,0
442,0.286,1,0.00,0,443,0,0
443,0.299,1,0.00,0,444,0,0
444,0.279,1,0.00,0,445,0,0
445,0.281,1,0.00,0,446,0,0
446,0.267,1,0.00,0,447,0,0
447,0.279,1,0.00,0,448,0,0
448,0.268,1,0.00,0,449,0,0
449,0.293,1,0.00,0,450,0,0
450,0.291,1,0.00,0,451,0,0
451,0.298,1,0.00,0,452,0,0
452,0.315,0,0.00,0,453,0,0
453,0.314,0,0.00,0,454,0,0
454,0.296,0,0.00,0,455,0,0
455,0.314,0,0.00,0,456,0,0
456,0.326,0,0.00,0,457,0,0
457,0.323,0,0.00,0,458,0,0
458,0.319,0,0.00,0,459,0,0
459,0.304,0,0.00,0,460,0,0
460,0.303,0,0.00,0,461,0,0
461,0.330,0,0.00,0,462,0,0
462,0.310,0,0.00,0,463,0,0
463,0.309,0,0.00,0,464,0,0
464,0.274,0,0.00,0,465,0,0
465,0.303,0,0.00,0,466,0,0
466,0.295,0,0.00,0,467,0,0
467,0.302,0,0.00,0,468,0,0
468,0.310,0,0.00,0,469,0,0
469,0.303,0,0.00,0,470,0,0
470,0.250,0,0.00,0,471,0,0
471,0.150,0,0.00,0,472,0,0
472,0.120,0,0.00,0,473,0,0
473,0.149,1,0.00,0,474,0,0
474,0.202,1,0.00,0,475,0,0
475,0.257,1,0.00,0,476,0,0
476,0.299,1,0.00,0,477,0,0
477,0.279,1,0.00,0,478,0,0
478,0.303,0,0.00,0,479,0,0
479,0.290,0,0.00,0,480,0,0
480,0.310,0,0.00,0,481,0,0
481,0.286,0,0.00,0,482,0,0
482,0.295,0,0.00,0,483,0,0
483,0.291,0,0.00,0,484,0,0
484,0.302,0,0.00,0,485,0,0
485,0.326,0,0.00,0,486,0,0
486,0.315,0,0.00,0,487,0,0
487,0.315,0,0.00,0,488,0,0
488,0.323,0,0.00,0,489,0,0
489,0.319,0,0.00,0,490,0,0
490,0.347,0,0.00,0,491,0,0
491,0.330,0,0.00,0,492,0,0
492,0.334,0,0.00,0,493,0,0
493,0.337,0,0.00,0,494,0,0
494,0.332,0,0.00,0,495,0,0
495,0.326,0,0.00,0,496,0,0
496,0.351,0,0.00,0,497,0,0
497,0.342,0,0.00,0,498,0,0
498,0.338,0,0.00,0,499,0,0
499,0.350,0,0.00,0,500,0,0
500,0.120,0,0.00,0,501,0,0
501,0.129,0,0.00,0,502,0,0
502,0.123,0,0.00,0,503,0,0
503,0.120,1,0.00,0,504,0,0
504,0.114,1,0.00,0,505,0,0
505,0.126,1,0.00,0,506,0,0
506,0.147,1,0.00,0,507,0,0
507,0.124,1,0.00,0,508,0,0
508,0.137,1,0.00,0,509,0,0
509,0.123,1,0.00,0,510,0,0
510,0.110,1,0.00,0,511,0,0
511,0.154,1,0.00,0,512,0,0
512,0.139,1,0.00,0,513,0,0
513,0.140,1,0.00,0,514,0,0
514,0.171,1,0.00,0,515,0,0
515,0.311,0,0.00,0,516,0,0
516,0.334,0,0.00,0,517,0,0
517,0.347,0,0.00,0,518,0,0
518,0.329,0,0.00,0,519,0,0
519,0.326,0,0.00,0,520,0,0
520,0.147,0,0.00,0,521,0,0
521,0.175,0,0.00,0,522,0,0
522,0.259,0,0.00,0,523,0,0
523,0.311,0,0.00,0,524,0,0
524,0.314,0,0.00,0,525,0,0
525,0.362,0,0.00,0,526,0,0
526,0.338,0,0.00,0,527,0,0
527,0.347,0,0.00,0,528,0,0
528,0.350,0,0.00,0,529,0,0
529,0.358,0,0.00,0,530,0,0
530,0.338,0,0.00,0,531,0,0
531,0.366,0,0.00,0,532,0,0
532,0.312,0,0.00,0,533,0,0
533,0.360,0,0.00,0,534,0,0
534,0.353,0,0.00,0,535,0,0
535,0.358,0,0.00,0,536,0,0
536,0.343,0,0.00,0,537,0,0
537,0.335,0,23.84,1,537,1,0
538,0.359,0,23.84,1,537,2,0
539,0.358,0,23.84,1,537,3,0
540,0.372,0,23.84,1,537,4,0
541,0.358,0,23.84,1,537,5,0
542,0.360,0,23.84,1,537,6,0
543,0.359,0,23.84,1,537,7,0
544,0.356,0,23.84,1,537,8,0
545,0.346,0,23.84,1,537,9,0
546,0.333,0,23.84,1,537,10,0
547,0.353,0,23.84,1,537,11,0
548,0.370,0,23.84,1,537,12,0
549,0.370,0,23.84,1,537,13,0
550,0.359,0,23.84,1,537,14,0
551,0.346,0,23.84,1,537,15,0
552,0.358,0,23.84,1,537,16,0
553,0.342,0,23.84,1,537,17,0
554,0.346,0,23.84,1,537,18,0
555,0.327,0,23.84,1,537,19,0
556,0.334,0,23.84,1,537,20,0
557,0.314,0,23.84,1,537,21,0
558,0.326,0,23.84,1,537,22,0
559,0.341,0,23.84,1,537,23,0
560,0.322,0,23.65,1,537,24,0
561,0.359,0,23.46,1,537,25,0
562,0.358,0,23.28,1,537,26,0
563,0.311,0,23.09,1,537,27,0
564,0.333,0,22.91,1,537,28,0
565,0.324,0,22.72,1,537,29,0
566,0.335,0,22.53,1,537,30,0
567,0.345,0,22.35,1,537,31,0
568,0.346,0,22.16,1,537,32,0
569,0.323,0,21.97,1,537,33,0
570,0.320,0,21.97,1,537,34,0
571,0.346,0,21.97,1,537,35,0
572,0.346,0,21.97,1,537,36,0
573,0.347,0,21.97,1,537,37,0
574,0.319,0,21.97,1,537,38,0
575,0.347,0,21.97,1,537,39,0
576,0.340,0,21.97,1,537,40,0
577,0.335,0,21.97,1,537,41,0
578,0.362,0,21.97,1,537,42,0
579,0.333,0,21.97,1,537,43,0
580,0.361,0,21.97,1,537,44,0
581,0.326,0,21.97,1,537,45,0
582,0.317,0,21.97,1,537,46,0
583,0.354,0,21.97,1,537,47,0
584,0.335,0,21.97,1,537,48,0
585,0.345,0,21.97,1,537,49,0
586,0.347,0,21.97,1,537,50,0
587,0.359,0,21.97,1,537,51,0
588,0.311,0,21.97,1,537,52,0
589,0.336,0,21.97,1,537,53,0
590,0.323,0,21.97,1,537,54,0
591,0.323,0,21.97,1,537,55,0
592,0.323,0,21.97,1,537,56,0
593,0.336,0,21.97,1,537,57,0
594,0.323,0,21.97,1,537,58,0
595,0.330,0,21.79,1,537,59,0
596,0.324,0,21.60,1,537,60,0
597,0.334,0,21.42,1,537,61,0
598,0.347,0,21.42,1,537,62,0
599,0.358,0,21.42,1,537,63,0
600,0.370,0,21.42,1,537,64,0
601,0.344,0,21.42,1,537,65,0
602,0.370,0,21.42,1,537,66,0
603,0.336,0,21.42,1,537,67,0
604,0.345,0,21.42,1,537,68,0
605,0.346,0,21.42,1,537,69,0
606,0.345,0,21.42,1,537,70,0
607,0.324,0,21.23,1,537,71,0
608,0.322,0,21.04,1,537,72,0
609,0.336,0,20.86,1,537,73,0
610,0.323,0,20.86,1,537,74,0
611,0.298,0,20.86,1,537,75,0
612,0.298,0,20.86,1,537,76,0
613,0.303,0,20.86,1,537,77,0
614,0.346,0,20.67,1,537,78,0
615,0.312,0,20.48,1,537,79,0
616,0.299,0,20.30,1,537,80,0
617,0.322,0,20.11,1,537,81,0
618,0.303,0,20.11,1,537,82,0
619,0.334,0,20.11,1,537,83,0
620,0.322,0,20.11,1,537,84,0
621,0.319,0,20.11,1,537,85,0
622,0.314,0,20.11,1,537,86,0
623,0.291,0,20.11,1,537,87,0
624,0.326,0,20.11,1,537,88,0
625,0.314,0,19.93,1,537,89,0
626,0.309,0,19.74,1,537,90,0
627,0.312,0,19.55,1,537,91,0
628,0.300,0,19.37,1,537,92,0
629,0.314,0,19.18,1,537,93,0
630,0.300,0,18.99,1,537,94,0
631,0.312,0,18.81,1,537,95,0
632,0.318,0,18.62,1,537,96,0
633,0.286,0,18.44,1,537,97,0
634,0.286,0,18.25,1,537,98,0
635,0.291,0,18.06,1,537,99,0
636,0.299,1,18.06,1,537,100,0
637,0.269,1,18.06,1,537,101,0
638,0.327,0,17.88,1,537,102,0
639,0.292,0,17.69,1,537,103,0
640,0.315,0,17.50,1,537,104,0
641,0.293,0,17.32,1,537,105,0
642,0.298,0,17.13,1,537,106,0
643,0.311,0,16.95,1,537,107,0
644,0.326,0,16.76,1,537,108,0
645,0.316,0,16.57,1,537,109,0
646,0.303,0,16.57,1,537,110,0
647,0.320,0,16.57,1,537,111,0
648,0.321,0,16.57,1,537,112,0
649,0.324,0,16.57,1,537,113,0
650,0.305,0,16.57,1,537,114,0
651,0.292,0,16.57,1,537,115,0
652,0.321,0,16.57,1,537,116,0
653,0.314,0,16.57,1,537,117,0
654,0.315,0,16.57,1,537,118,0
655,0.334,0,16.57,1,537,119,0
656,0.314,0,16.57,1,537,120,0
657,0.331,0,16.57,1,537,121,0
658,0.336,0,16.57,1,537,122,0
659,0.323,0,16.57,1,537,123,0
660,0.118,0,16.57,1,537,124,0
661,0.130,0,16.57,1,537,125,0
662,0.190,0,16.57,1,537,126,0
663,0.242,1,16.76,1,537,127,0
664,0.251,1,16.95,1,537,128,0
665,0.269,1,17.13,1,537,129,0
666,0.274,1,17.32,1,537,130,0
667,0.298,1,17.50,1,537,131,0
668,0.294,1,17.69,1,537,132,0
669,0.298,1,17.88,1,537,133,0
670,0.319,0,17.88,1,537,134,0
671,0.319,0,17.88,1,537,135,0
672,0.274,0,17.88,1,537,136,0
673,0.294,0,17.88,1,537,137,0
674,0.304,0,17.88,1,537,138,0
675,0.325,0,17.88,1,537,139,0
676,0.287,0,17.88,1,537,140,0
677,0.308,0,17.88,1,537,141,0
678,0.279,0,17.88,1,537,142,0
679,0.305,0,17.88,1,537,143,0
680,0.298,0,17.88,1,537,144,0
681,0.311,0,17.88,1,537,145,0
682,0.324,0,17.88,1,537,146,0
683,0.302,0,17.88,1,537,147,0
684,0.328,0,17.88,1,537,148,0
685,0.309,0,17.88,1,537,149,0
686,0.281,0,17.88,1,537,150,0
687,0.327,0,17.88,1,537,151,0
688,0.303,0,17.88,1,537,152,0
689,0.313,0,17.88,1,537,153,0
690,0.305,0,17.88,1,537,154,0
691,0.317,0,17.88,1,537,155,0
692,0.290,0,17.88,1,537,156,0
693,0.297,0,17.88,1,537,157,0
694,0.303,0,17.88,1,537,158,0
