0,0.295,0,0.00
1,0.283,0,0.00
2,0.312,0,0.00
3,0.300,0,0.00
4,0.300,0,0.00
5,0.305,0,0.00
6,0.300,0,0.00
7,0.276,0,0.00
8,0.292,0,0.00
9,0.317,0,0.00
10,0.355,0,0.00
11,0.327,0,0.00
12,0.309,0,0.00
13,0.357,0,0.00
14,0.293,0,0.00
15,0.294,0,0.00
16,0.308,0,0.00
17,0.296,0,0.00
18,0.321,0,0.00
19,0.316,0,0.00
20,0.289,0,0.00
21,0.312,0,0.00
22,0.290,0,0.00
23,0.292,0,0.00
24,0.259,0,0.00
25,0.307,0,0.00
26,0.307,0,0.00
27,0.288,0,0.00
28,0.285,0,0.00
29,0.301,0,0.00
30,0.296,0,0.00
31,0.305,0,0.00
32,0.314,0,0.00
33,0.279,0,0.00
34,0.260,0,0.00
35,0.290,0,0.00
36,0.290,0,0.00
37,0.285,1,0.00
38,0.317,0,0.00
39,0.273,0,0.00
40,0.289,0,0.00
41,0.301,0,0.00
42,0.284,0,0.00
43,0.324,0,0.00
44,0.296,0,0.00
45,0.312,0,0.00
46,0.296,0,0.00
47,0.253,0,0.00
48,0.285,0,0.00
49,0.285,0,0.00
50,0.298,1,0.00
51,0.267,1,0.00
52,0.285,1,0.00
53,0.320,0,0.00
54,0.320,0,0.00
55,0.266,0,0.00
56,0.288,0,0.00
57,0.285,0,0.00
58,0.250,0,0.00
59,0.299,1,0.00
60,0.299,1,0.00
61,0.296,1,0.00
62,0.299,1,0.00
63,0.277,1,0.00
64,0.259,1,0.00
65,0.303,0,0.00
66,0.290,0,0.00
67,0.296,0,0.00
68,0.289,0,0.00
69,0.285,0,0.00
70,0.288,1,0.00
71,0.301,0,0.00
72,0.288,0,0.00
73,0.290,0,0.00
74,0.285,0,0.00
75,0.287,0,0.00
76,0.287,1,0.00
77,0.276,1,0.00
78,0.285,1,0.00
79,0.288,1,0.00
80,0.307,0,0.00
81,0.290,0,0.00
82,0.305,0,0.00
83,0.276,0,0.00
84,0.292,0,0.00
85,0.288,0,0.00
86,0.285,0,0.00
87,0.303,0,0.00
88,0.303,0,0.00
89,0.303,0,0.00
90,0.337,0,0.00
91,0.317,0,0.00
92,0.277,0,0.00
93,0.307,0,0.00
94,0.307,0,0.00
95,0.305,0,0.00
96,0.266,0,0.00
97,0.289,0,0.00
98,0.298,0,0.00
99,0.285,0,0.00
100,0.285,1,0.00
101,0.287,1,0.00
102,0.285,1,0.00
103,0.301,0,0.00
104,0.286,0,0.00
105,0.300,0,0.00
106,0.289,0,0.00
107,0.284,0,0.00
108,0.298,0,0.00
109,0.268,0,0.00
110,0.310,0,0.00
111,0.312,0,0.00
112,0.261,0,0.00
113,0.274,0,0.00
114,0.299,0,0.00
115,0.145,0,0.00
116,0.181,1,0.00
117,0.263,1,0.00
118,0.312,0,0.00
119,0.337,0,0.00
120,0.306,0,0.00
121,0.307,0,0.00
122,0.351,0,0.00
123,0.335,0,0.00
124,0.306,0,0.00
125,0.346,0,0.00
126,0.348,0,0.00
127,0.324,0,0.00
128,0.335,0,0.00
129,0.366,0,0.00
130,0.358,0,0.00
131,0.335,0,0.00
132,0.335,0,0.00
133,0.348,0,0.00
134,0.358,0,0.00
135,0.335,0,0.00
136,0.338,0,0.00
137,0.335,0,0.00
138,0.335,0,0.00
139,0.358,0,0.00
140,0.309,0,0.00
141,0.358,0,0.00
142,0.334,0,0.00
143,0.334,0,0.00
144,0.355,0,0.00
145,0.334,0,0.00
146,0.335,0,0.00
147,0.335,0,0.00
148,0.377,0,0.00
149,0.361,0,0.00
150,0.333,0,0.00
151,0.318,0,0.00
152,0.355,0,0.00
153,0.341,0,0.00
154,0.397,0,0.00
155,0.358,0,0.00
156,0.378,0,0.00
157,0.353,0,0.00
158,0.379,0,0.00
159,0.338,0,0.00
160,0.334,0,0.00
161,0.336,0,0.00
162,0.367,0,0.00
163,0.372,0,0.00
164,0.334,0,0.00
165,0.354,0,0.00
166,0.369,0,0.00
167,0.289,0,0.00
168,0.367,0,0.00
169,0.360,0,0.00
170,0.376,0,0.00
171,0.375,0,0.00
172,0.354,0,0.00
173,0.394,0,0.00
174,0.400,0,0.00
175,0.397,0,0.00
176,0.394,0,0.00
177,0.355,0,0.00
178,0.341,0,0.00
179,0.411,0,0.00
180,0.354,0,0.00
181,0.338,0,0.00
182,0.415,0,0.00
183,0.318,0,0.00
184,0.296,0,0.00
185,0.330,0,0.00
186,0.334,0,0.00
187,0.360,0,0.00
188,0.348,0,0.00
189,0.337,0,0.00
190,0.346,0,0.00
191,0.335,0,0.00
192,0.337,0,0.00
193,0.356,0,0.00
194,0.333,0,0.00
195,0.323,0,0.00
196,0.337,0,0.00
197,0.358,0,0.00
198,0.350,0,0.00
199,0.327,0,0.00
200,0.314,0,0.00
201,0.345,0,0.00
202,0.376,0,0.00
203,0.303,0,0.00
204,0.271,0,0.00
