0,0.274,0,0.00
1,0.335,0,0.00
2,0.328,0,0.00
3,0.295,0,0.00
4,0.307,0,0.00
5,0.348,0,0.00
6,0.312,0,0.00
7,0.295,0,0.00
8,0.291,0,0.00
9,0.312,0,0.00
10,0.312,0,0.00
11,0.312,0,0.00
12,0.347,0,0.00
13,0.292,0,0.00
14,0.292,0,0.00
15,0.336,0,0.00
16,0.335,0,0.00
17,0.344,0,0.00
18,0.341,0,0.00
19,0.314,0,0.00
20,0.330,0,0.00
21,0.315,0,0.00
22,0.327,0,0.00
23,0.322,0,0.00
24,0.318,0,0.00
25,0.316,0,0.00
26,0.333,0,0.00
27,0.341,0,0.00
28,0.315,0,0.00
29,0.336,0,0.00
30,0.314,0,0.00
31,0.314,0,0.00
32,0.312,0,0.00
33,0.312,0,0.00
34,0.333,0,0.00
35,0.312,0,0.00
36,0.312,0,0.00
37,0.292,0,0.00
38,0.333,0,0.00
39,0.295,0,0.00
40,0.312,0,0.00
41,0.315,0,0.00
42,0.330,0,0.00
43,0.333,0,0.00
44,0.333,0,0.00
45,0.314,0,0.00
46,0.333,0,0.00
47,0.333,0,0.00
48,0.335,0,0.00
49,0.320,0,0.00
50,0.354,0,0.00
51,0.338,0,0.00
52,0.337,0,0.00
53,0.357,0,0.00
54,0.312,0,0.00
55,0.312,0,0.00
56,0.333,0,0.00
57,0.273,0,0.00
58,0.125,0,0.00
59,0.110,0,0.00
60,0.176,0,0.00
61,0.166,1,0.00
62,0.188,1,0.00
63,0.183,1,0.00
64,0.208,1,0.00
65,0.154,1,0.00
66,0.158,1,0.00
67,0.174,1,0.00
68,0.175,1,0.00
69,0.201,1,0.00
70,0.116,1,0.00
71,0.163,1,0.00
72,0.200,1,0.00
73,0.143,1,0.00
74,0.181,1,0.00
75,0.135,1,0.00
76,0.198,1,0.00
77,0.194,1,0.00
78,0.219,1,0.00
79,0.153,1,0.00
80,0.123,1,0.00
81,0.178,1,0.00
82,0.266,1,0.00
83,0.313,0,0.00
84,0.368,0,0.00
85,0.362,0,0.00
86,0.398,0,0.00
87,0.398,0,0.00
88,0.396,0,0.00
89,0.340,0,0.00
90,0.333,0,0.00
91,0.331,0,0.00
92,0.355,0,0.00
93,0.309,0,0.00
94,0.285,0,0.00
95,0.305,0,0.00
96,0.312,0,0.00
97,0.314,0,0.00
98,0.302,0,0.00
99,0.329,0,0.00
100,0.306,0,0.00
101,0.325,0,0.00
102,0.357,0,0.00
103,0.333,0,0.00
104,0.306,0,0.00
105,0.288,0,0.00
106,0.330,0,0.00
107,0.351,0,0.00
108,0.302,0,0.00
109,0.390,0,0.00
110,0.405,0,0.00
111,0.339,0,0.00
112,0.316,0,0.00
113,0.316,0,0.00
114,0.334,0,0.00
115,0.348,0,0.00
116,0.305,0,0.00
117,0.334,0,0.00
118,0.338,0,0.00
119,0.344,0,0.00
120,0.419,0,0.00
121,0.321,0,0.00
122,0.309,0,0.00
123,0.369,0,0.00
124,0.374,0,0.00
125,0.374,0,0.00
126,0.363,0,0.00
127,0.419,0,0.00
128,0.395,0,0.00
129,0.344,0,0.00
130,0.208,0,0.00
131,0.178,0,0.00
132,0.178,0,0.00
133,0.276,0,0.00
134,0.302,0,0.00
135,0.302,0,0.00
136,0.302,0,0.00
137,0.302,0,0.00
138,0.302,0,0.00
139,0.352,0,0.00
140,0.352,0,0.00
141,0.308,0,0.00
142,0.203,0,0.00
143,0.323,0,0.00
144,0.317,0,0.00
145,0.305,0,0.00
146,0.265,0,0.00
147,0.337,0,0.00
148,0.340,0,0.00
149,0.353,0,0.00
150,0.340,0,0.00
151,0.323,0,0.00
152,0.308,0,0.00
153,0.316,0,0.00
154,0.286,0,0.00
155,0.323,0,0.00
156,0.344,0,0.00
157,0.308,0,0.00
158,0.330,0,0.00
159,0.318,0,0.00
160,0.322,0,0.00
161,0.331,0,0.00
162,0.347,0,0.00
163,0.304,0,0.00
164,0.298,0,0.00
165,0.333,0,0.00
166,0.340,0,0.00
167,0.308,0,0.00
168,0.355,0,0.00
169,0.280,0,0.00
170,0.362,0,0.00
171,0.318,0,0.00
172,0.282,0,0.00
173,0.362,0,0.00
174,0.340,0,0.00
175,0.333,0,0.00
176,0.318,0,0.00
177,0.343,0,0.00
178,0.356,0,0.00
179,0.405,0,0.00
180,0.407,0,0.00
181,0.376,0,0.00
182,0.361,0,0.00
183,0.361,0,0.00
184,0.361,0,0.00
185,0.361,0,0.00
186,0.361,0,0.00
187,0.361,0,0.00
188,0.361,0,0.00
189,0.361,0,0.00
190,0.361,0,0.00
191,0.443,0,0.00
192,0.443,0,0.00
193,0.384,0,0.00
194,0.204,0,0.00
195,0.334,0,0.00
196,0.341,0,0.00
197,0.395,0,0.00
198,0.395,0,0.00
199,0.395,0,0.00
200,0.395,0,0.00
201,0.395,0,0.00
202,0.395,0,0.00
203,0.395,0,0.00
204,0.395,0,0.00
205,0.395,0,0.00
206,0.395,0,0.00
207,0.395,0,0.00
208,0.395,0,0.00
209,0.395,0,0.00
210,0.395,0,0.00
211,0.395,0,0.00
212,0.395,0,0.00
213,0.395,0,0.00
214,0.395,0,0.00
215,0.395,0,0.00
216,0.395,0,0.00
217,0.395,0,0.00
218,0.395,0,0.00
219,0.395,0,0.00
220,0.395,0,0.00
221,0.395,0,0.00
222,0.395,0,0.00
223,0.395,0,0.00
224,0.395,0,0.00
225,0.395,0,0.00
226,0.395,0,0.00
227,0.395,0,0.00
228,0.395,0,0.00
229,0.395,0,0.00
230,0.229,0,0.00
231,0.210,0,0.00
232,0.241,0,0.00
233,0.280,0,0.00
234,0.269,1,0.00
235,0.286,1,0.00
236,0.274,1,0.00
237,0.280,1,0.00
238,0.263,1,0.00
239,0.292,1,0.00
240,0.274,1,0.00
241,0.288,1,0.00
242,0.274,1,0.00
243,0.182,1,0.00
244,0.127,1,0.00
245,0.167,1,0.00
246,0.241,1,0.00
247,0.241,0,0.00
248,0.241,0,0.00
249,0.241,0,0.00
250,0.241,0,0.00
251,0.241,0,0.00
252,0.241,0,0.00
253,0.241,0,0.00
254,0.241,0,0.00
255,0.241,0,0.00
256,0.241,0,0.00
257,0.241,0,0.00
258,0.241,0,0.00
259,0.241,0,0.00
260,0.241,0,0.00
261,0.241,0,0.00
262,0.241,0,0.00
263,0.241,0,0.00
264,0.241,0,0.00
265,0.241,0,0.00
266,0.241,0,0.00
267,0.241,0,0.00
268,0.241,0,0.00
269,0.241,0,0.00
270,0.241,0,0.00
271,0.241,0,0.00
272,0.241,0,0.00
273,0.241,0,0.00
274,0.241,0,0.00
275,0.241,0,0.00
276,0.241,0,0.00
277,0.241,0,0.00
278,0.241,0,0.00
279,0.241,0,0.00
280,0.241,0,0.00
281,0.241,0,0.00
282,0.241,0,0.00
283,0.241,0,0.00
284,0.241,0,0.00
285,0.241,0,0.00
286,0.241,0,0.00
287,0.241,0,0.00
