Frame,Ear Value,Abnormal Blink,PERCLOS,Alarm Level
126,0.328,0,0.00,3
127,0.328,0,0.00,3
128,0.328,0,0.00,3
129,0.328,0,0.00,3
130,0.328,0,0.00,3
131,0.328,0,0.00,3
132,0.328,0,0.00,3
133,0.328,0,0.00,3
134,0.328,0,0.00,3
135,0.328,0,0.00,3
136,0.328,0,0.00,3
137,0.328,0,0.00,3
138,0.328,0,0.00,3
139,0.328,0,0.00,3
140,0.328,0,0.00,3
141,0.328,0,0.00,3
142,0.328,0,0.00,3
143,0.328,0,0.00,3
144,0.328,0,0.00,3
145,0.328,0,0.00,3
146,0.328,0,0.00,3
147,0.328,0,0.00,3
148,0.328,0,0.00,3
149,0.328,0,0.00,3
150,0.328,0,0.00,3
151,0.328,0,0.00,3
152,0.328,0,0.00,3
153,0.328,0,0.00,3
154,0.328,0,0.00,3
155,0.328,0,0.00,3
156,0.328,0,0.00,3
157,0.328,0,0.00,3
158,0.328,0,0.00,3
159,0.328,0,0.00,3
160,0.328,0,0.00,3
161,0.328,0,0.00,3
162,0.328,0,0.00,3
163,0.328,0,0.00,3
164,0.328,0,0.00,3
165,0.328,0,0.00,3
166,0.328,0,0.00,3
167,0.328,0,0.00,3
168,0.328,0,0.00,3
169,0.328,0,0.00,3
170,0.328,0,0.00,3
171,0.328,0,0.00,3
172,0.328,0,0.00,3
173,0.328,0,0.00,3
174,0.328,0,0.00,3
175,0.328,0,0.00,3
176,0.328,0,0.00,3
177,0.328,0,0.00,3
178,0.328,0,0.00,3
179,0.328,0,0.00,3
180,0.328,0,0.00,3
181,0.328,0,0.00,3
182,0.328,0,0.00,3
183,0.328,0,0.00,3
184,0.328,0,0.00,3
185,0.328,0,0.00,3
186,0.328,0,0.00,3
187,0.328,0,0.00,3
188,0.328,0,0.00,3
189,0.328,0,0.00,3
190,0.301,0,0.00,0
191,0.301,0,0.00,0
192,0.292,0,0.00,0
193,0.201,0,0.00,0
194,0.201,0,0.00,0
195,0.262,1,0.00,0
196,0.278,1,0.00,0
197,0.278,0,0.00,0
198,0.266,1,0.00,0
199,0.262,1,0.00,0
200,0.320,0,0.00,0
201,0.272,0,0.00,0
202,0.321,0,0.00,0
203,0.302,0,0.00,0
204,0.287,0,0.00,0
205,0.326,0,0.00,0
206,0.317,0,0.00,0
207,0.325,0,0.00,0
208,0.275,0,0.00,0
209,0.371,0,0.00,0
210,0.336,0,0.00,0
211,0.374,0,0.00,0
212,0.327,0,0.00,0
213,0.372,0,0.00,0
214,0.342,0,0.00,0
215,0.326,0,0.00,0
216,0.332,0,0.00,0
217,0.319,0,0.00,0
218,0.373,0,0.00,0
219,0.334,0,0.00,0
220,0.384,0,0.00,0
221,0.332,0,0.00,0
222,0.337,0,0.00,0
223,0.347,0,0.00,0
224,0.344,0,0.00,0
225,0.389,0,0.00,0
226,0.341,0,0.00,0
227,0.324,0,0.00,0
228,0.318,0,0.00,0
229,0.305,0,0.00,0
230,0.385,0,0.00,0
231,0.354,0,0.00,0
232,0.329,0,0.00,0
233,0.344,0,0.00,0
234,0.369,0,0.00,0
235,0.356,0,0.00,0
236,0.372,0,0.00,0
237,0.353,0,0.00,0
238,0.290,0,0.00,0
239,0.320,0,0.00,0
240,0.342,0,0.00,0
241,0.385,0,0.00,0
242,0.357,0,0.00,0
243,0.373,0,0.00,0
244,0.344,0,0.00,0
245,0.372,0,0.00,0
246,0.329,0,0.00,0
247,0.297,0,0.00,0
248,0.353,0,0.00,0
249,0.352,0,0.00,0
250,0.379,0,0.00,0
251,0.348,0,0.00,0
252,0.350,0,0.00,0
253,0.333,0,0.00,0
254,0.384,0,0.00,0
255,0.369,0,0.00,0
256,0.371,0,0.00,0
257,0.369,0,0.00,0
258,0.313,0,0.00,0
259,0.340,0,0.00,0
260,0.382,0,0.00,0
261,0.353,0,0.00,0
262,0.316,0,0.00,0
263,0.245,0,0.00,0
264,0.350,0,0.00,0
265,0.400,0,0.00,0
266,0.426,0,0.00,0
267,0.402,0,0.00,0
268,0.414,0,0.00,0
269,0.405,0,0.00,0
270,0.402,0,0.00,0
271,0.402,0,0.00,0
272,0.399,0,0.00,0
273,0.441,0,0.00,0
274,0.400,0,0.00,0
275,0.397,0,0.00,0
276,0.414,0,0.00,0
277,0.407,0,0.00,0
278,0.397,0,0.00,0
279,0.392,0,0.00,0
280,0.439,0,0.00,0
281,0.439,0,0.00,0
282,0.439,0,0.00,0
283,0.451,0,0.00,0
284,0.451,0,0.00,0
285,0.451,0,0.00,0
286,0.451,0,0.00,0
287,0.373,0,0.00,0
288,0.428,0,0.00,0
289,0.392,0,0.00,0
290,0.377,0,0.00,0
291,0.426,0,0.00,0
292,0.441,0,0.00,0
293,0.441,0,0.00,0
294,0.441,0,0.00,0
295,0.441,0,0.00,0
296,0.441,0,0.00,0
297,0.441,0,0.00,0
298,0.441,0,0.00,0
299,0.441,0,0.00,0
300,0.441,0,0.00,0
301,0.441,0,0.00,0
302,0.441,0,0.00,0
303,0.441,0,0.00,0
304,0.441,0,0.00,0
305,0.441,0,0.00,0
306,0.441,0,0.00,0
307,0.441,0,0.00,0
308,0.441,0,0.00,0
309,0.381,0,0.00,0
310,0.381,0,0.00,0
311,0.353,0,0.00,0
312,0.376,0,0.00,0
313,0.376,0,0.00,0
314,0.376,0,0.00,0
315,0.384,0,0.00,0
316,0.384,0,0.00,0
317,0.336,0,0.00,0
318,0.336,0,0.00,0
319,0.307,0,0.00,0
320,0.334,0,0.00,0
321,0.334,0,0.00,0
322,0.334,0,0.00,0
323,0.334,0,0.00,0
324,0.334,0,0.00,0
325,0.334,0,0.00,0
326,0.341,0,0.00,0
327,0.337,0,0.00,0
328,0.379,0,0.00,0
329,0.401,0,0.00,0
330,0.401,0,0.00,0
331,0.401,0,0.00,0
332,0.374,0,0.00,0
333,0.375,0,0.00,0
334,0.370,0,0.00,0
335,0.383,0,0.00,0
336,0.377,0,0.00,0
337,0.377,0,0.00,0
338,0.416,0,0.00,0
339,0.424,0,0.00,0
340,0.401,0,0.00,0
341,0.400,0,0.00,0
342,0.428,0,0.00,0
343,0.451,0,0.00,0
344,0.359,0,0.00,0
345,0.387,0,0.00,0
346,0.381,0,0.00,0
347,0.380,0,0.00,0
348,0.333,0,0.00,0
349,0.390,0,0.00,0
350,0.370,0,0.00,0
351,0.373,0,0.00,0
352,0.389,0,0.00,0
353,0.380,0,0.00,0
354,0.426,0,0.00,0
355,0.426,0,0.00,0
356,0.417,0,0.00,0
357,0.367,0,0.00,0
358,0.388,0,0.00,0
359,0.372,0,0.00,0
360,0.399,0,0.00,0
361,0.415,0,0.00,0
362,0.380,0,0.00,0
363,0.403,0,0.00,0
364,0.389,0,0.00,0
365,0.427,0,0.00,0
366,0.399,0,0.00,0
367,0.378,0,0.00,0
368,0.428,0,0.00,0
369,0.390,0,0.00,0
370,0.367,0,0.00,0
371,0.381,0,0.00,0
372,0.389,0,0.00,0
373,0.450,0,0.00,0
374,0.438,0,0.00,0
375,0.428,0,0.00,0
376,0.451,0,0.00,0
377,0.416,0,0.00,0
378,0.404,0,0.00,0
379,0.413,0,0.00,0
380,0.380,0,0.00,0
381,0.341,0,0.00,0
382,0.281,0,0.00,0
383,0.320,0,0.00,0
384,0.312,0,0.00,0
385,0.305,0,0.00,0
386,0.229,0,0.00,0
387,0.279,0,0.00,0
388,0.285,1,0.00,0
389,0.257,1,0.00,0
390,0.319,0,0.00,0
391,0.342,0,0.00,0
392,0.344,0,0.00,0
393,0.355,0,0.00,0
394,0.364,0,0.00,0
395,0.316,0,0.00,0
396,0.385,0,0.00,0
397,0.364,0,0.00,0
398,0.375,0,0.00,0
399,0.404,0,0.00,0
400,0.372,0,0.00,0
401,0.374,0,0.00,0
402,0.392,0,0.00,0
403,0.406,0,0.00,0
404,0.376,0,0.00,0
405,0.425,0,0.00,0
406,0.437,0,0.00,0
407,0.403,0,0.00,0
408,0.424,0,0.00,0
409,0.425,0,0.00,0
410,0.410,0,0.00,0
411,0.427,0,0.00,0
412,0.364,0,0.00,0
413,0.371,0,0.00,0
414,0.378,0,0.00,0
415,0.388,0,0.00,0
416,0.358,0,0.00,0
417,0.385,0,0.00,0
418,0.378,0,0.00,0
419,0.378,0,0.00,0
420,0.390,0,0.00,0
421,0.399,0,0.00,0
422,0.409,0,0.00,0
423,0.402,0,0.00,0
424,0.399,0,0.00,0
425,0.401,0,0.00,0
426,0.410,0,0.00,0
427,0.416,0,0.00,0
428,0.356,0,0.00,0
429,0.396,0,0.00,0
430,0.396,0,0.00,0
431,0.396,0,0.00,0
432,0.396,0,0.00,0
433,0.396,0,0.00,0
434,0.396,0,0.00,0
435,0.396,0,0.00,0
436,0.396,0,0.00,0
437,0.396,0,0.00,0
438,0.396,0,0.00,0
439,0.410,0,0.00,0
440,0.435,0,0.00,0
441,0.424,0,0.00,0
442,0.381,0,0.00,0
443,0.352,0,0.00,0
444,0.389,0,0.00,0
445,0.400,0,0.00,0
446,0.356,0,0.00,0
447,0.350,0,0.00,0
448,0.381,0,0.00,0
449,0.381,0,0.00,0
450,0.381,0,0.00,0
451,0.381,0,0.00,0
452,0.381,0,0.00,0
453,0.381,0,0.00,0
454,0.368,0,0.00,0
455,0.368,0,0.00,0
456,0.368,0,0.00,0
457,0.368,0,0.00,0
458,0.351,0,0.00,0
459,0.356,0,0.00,0
460,0.385,0,0.00,0
461,0.389,0,0.00,0
462,0.364,0,0.00,0
463,0.333,0,0.00,0
464,0.353,0,0.00,0
465,0.394,0,0.00,0
466,0.363,0,0.00,0
467,0.385,0,0.00,0
468,0.385,0,0.00,0
469,0.385,0,0.00,0
470,0.385,0,0.00,0
471,0.337,0,0.00,0
472,0.368,0,0.00,0
473,0.345,0,0.00,0
474,0.400,0,0.00,0
475,0.306,0,0.00,0
476,0.304,0,0.00,0
477,0.337,0,0.00,0
478,0.311,0,0.00,0
479,0.325,0,0.00,0
480,0.337,0,0.00,0
481,0.397,0,0.00,0
482,0.411,0,0.00,0
483,0.438,0,0.00,0
484,0.427,0,0.00,0
485,0.404,0,0.00,0
486,0.486,0,0.00,0
487,0.461,0,0.00,0
488,0.404,0,0.00,0
489,0.423,0,0.00,0
490,0.415,0,0.00,0
491,0.485,0,0.00,0
492,0.437,0,0.00,0
493,0.447,0,0.00,0
494,0.438,0,0.00,0
495,0.437,0,0.00,0
496,0.426,0,0.00,0
497,0.461,0,0.00,0
498,0.462,0,0.00,0
499,0.436,0,0.00,0
500,0.424,0,0.00,0
501,0.424,0,0.00,0
502,0.449,0,0.00,0
503,0.424,0,0.00,0
504,0.462,0,0.00,0
505,0.448,0,0.00,0
506,0.448,0,0.00,0
507,0.391,0,0.00,0
508,0.402,0,0.00,0
509,0.428,0,0.00,0
510,0.390,0,0.00,0
511,0.424,0,0.00,0
512,0.436,0,0.00,0
513,0.384,0,0.00,0
514,0.415,0,0.00,0
515,0.439,0,0.00,0
516,0.451,0,0.00,0
517,0.448,0,0.00,0
518,0.448,0,0.00,0
519,0.448,0,0.00,0
520,0.425,0,0.00,0
521,0.425,0,0.00,0
522,0.414,0,0.00,0
523,0.383,0,0.00,0
524,0.408,0,0.00,0
525,0.408,0,0.00,0
526,0.408,0,0.00,0
527,0.408,0,0.00,0
528,0.402,0,0.00,0
529,0.427,0,0.00,0
530,0.402,0,0.00,0
531,0.439,0,0.00,0
532,0.411,0,0.00,0
533,0.427,0,0.00,0
534,0.426,0,0.00,0
535,0.404,0,0.00,0
536,0.388,0,0.00,0
537,0.403,0,0.00,0
538,0.367,0,0.00,0
539,0.389,0,0.00,0
540,0.417,0,0.00,0
541,0.414,0,0.00,0
542,0.390,0,0.00,0
543,0.429,0,0.00,0
544,0.340,0,0.00,0
545,0.390,0,0.00,0
546,0.390,0,0.00,0
547,0.390,0,0.00,0
548,0.300,0,0.00,0
549,0.354,0,0.00,0
550,0.333,0,0.00,0
551,0.332,0,0.00,0
552,0.298,0,0.00,0
553,0.314,0,0.00,0
554,0.320,0,0.00,0
555,0.378,0,0.00,0
556,0.270,0,0.00,0
557,0.349,0,0.00,0
558,0.349,0,0.00,0
559,0.349,0,0.00,0
560,0.337,0,0.00,0
561,0.348,0,0.00,0
562,0.328,0,0.00,0
563,0.350,0,0.00,0
564,0.353,0,0.00,0
565,0.383,0,0.00,0
566,0.375,0,0.00,0
567,0.349,0,0.00,0
568,0.367,0,0.00,0
569,0.365,0,0.00,0
570,0.377,0,0.00,0
571,0.343,0,0.00,0
572,0.388,0,0.00,0
573,0.332,0,0.00,0
574,0.374,0,0.00,0
575,0.375,0,0.00,0
576,0.357,0,0.00,0
577,0.386,0,0.00,0
578,0.399,0,0.00,0
579,0.373,0,0.00,0
580,0.340,0,0.00,0
581,0.389,0,0.00,0
582,0.352,0,0.00,0
583,0.399,0,0.00,0
584,0.416,0,0.00,0
585,0.364,0,0.00,0
586,0.352,0,0.00,0
587,0.387,0,0.00,0
588,0.396,0,0.00,0
589,0.361,0,0.00,0
590,0.310,0,0.00,0
591,0.398,0,0.00,0
592,0.354,0,0.00,0
593,0.391,0,0.00,0
594,0.323,0,0.00,0
595,0.358,0,0.00,0
596,0.349,0,0.00,0
597,0.374,0,0.00,0
598,0.349,0,0.00,0
599,0.335,0,0.00,0
600,0.342,0,0.00,0
601,0.339,0,0.00,0
602,0.398,0,0.00,0
603,0.326,0,0.00,0
604,0.395,0,0.00,0
605,0.388,0,0.00,0
606,0.306,0,0.00,0
607,0.225,0,0.00,0
608,0.255,0,0.00,0
609,0.281,1,0.00,0
610,0.261,1,0.00,0
611,0.281,1,0.00,0
612,0.228,1,0.00,0
613,0.208,1,0.00,0
614,0.243,1,0.00,0
615,0.280,1,0.00,0
616,0.279,1,0.00,0
617,0.269,1,0.00,0
618,0.280,1,0.00,0
619,0.336,0,0.00,0
620,0.320,0,0.00,0
621,0.320,0,0.00,0
622,0.345,0,0.00,0
623,0.326,0,0.00,0
624,0.340,0,0.00,0
625,0.396,0,0.00,0
626,0.350,0,0.00,0
627,0.323,0,0.00,0
628,0.293,0,0.00,0
629,0.232,0,0.00,0
630,0.245,1,0.00,0
631,0.230,1,0.00,0
632,0.305,0,0.00,0
633,0.250,0,0.00,0
634,0.288,0,0.00,0
635,0.382,0,0.00,0
636,0.337,0,0.00,0
637,0.377,0,0.00,0
638,0.334,0,0.00,0
639,0.354,0,0.00,0
640,0.373,0,0.00,0
641,0.358,0,0.00,0
642,0.395,0,0.00,0
643,0.349,0,0.00,0
644,0.341,0,0.00,0
645,0.397,0,0.00,0
646,0.398,0,0.00,0
647,0.386,0,0.00,0
648,0.401,0,0.00,0
649,0.424,0,0.00,0
650,0.427,0,0.00,0
651,0.448,0,0.00,0
652,0.361,0,0.00,0
653,0.389,0,0.00,0
654,0.412,0,0.00,0
655,0.425,0,0.00,0
656,0.398,0,0.00,0
657,0.402,0,0.00,0
658,0.424,0,0.00,0
659,0.403,0,0.00,0
660,0.416,0,0.00,0
661,0.436,0,0.00,0
662,0.375,0,0.00,0
663,0.387,0,0.00,0
664,0.414,0,0.00,0
665,0.436,0,0.00,0
666,0.397,0,0.00,0
667,0.400,0,0.00,0
668,0.414,0,0.00,0
669,0.390,0,0.00,0
670,0.435,0,0.00,0
671,0.399,0,0.00,0
672,0.349,0,0.00,0
673,0.408,0,0.00,0
674,0.378,0,0.00,0
675,0.386,0,0.00,0
676,0.357,0,0.00,0
677,0.386,0,0.00,0
678,0.389,0,0.00,0
679,0.385,0,0.00,0
680,0.434,0,0.00,0
681,0.390,0,0.00,0
682,0.410,0,0.00,0
683,0.414,0,0.00,0
684,0.362,0,0.00,0
685,0.397,0,0.00,0
686,0.385,0,0.00,0
687,0.373,0,0.00,0
688,0.350,0,0.00,0
689,0.414,0,0.00,0
690,0.426,0,0.00,0
691,0.404,0,0.00,0
692,0.377,0,0.00,0
693,0.403,0,0.00,0
694,0.388,0,0.00,0
695,0.377,0,0.00,0
696,0.389,0,0.00,0
697,0.396,0,0.00,0
698,0.368,0,0.00,0
699,0.368,0,0.00,0
700,0.383,0,0.00,0
701,0.369,0,0.00,0
702,0.383,0,0.00,0
703,0.376,0,0.00,0
704,0.439,0,0.00,0
705,0.389,0,0.00,0
706,0.388,0,0.00,0
707,0.377,0,0.00,0
708,0.372,0,0.00,0
709,0.382,0,0.00,0
710,0.380,0,0.00,0
711,0.390,0,0.00,0
712,0.423,0,0.00,0
713,0.407,0,0.00,0
714,0.422,0,0.00,0
715,0.446,0,0.00,0
716,0.413,0,0.00,0
717,0.373,0,0.00,0
718,0.396,0,0.00,0
719,0.376,0,0.00,0
720,0.386,0,0.00,0
721,0.397,0,0.00,0
722,0.409,0,0.00,0
723,0.386,0,0.00,0
724,0.412,0,0.00,0
725,0.353,0,0.00,0
726,0.362,0,0.00,0
727,0.335,0,0.00,0
728,0.322,0,0.00,0
729,0.407,0,0.00,0
730,0.385,0,0.00,0
731,0.342,0,0.00,0
732,0.340,0,0.00,0
733,0.332,0,0.00,0
734,0.321,0,0.00,0
735,0.311,0,0.00,0
736,0.286,0,0.00,0
737,0.316,0,0.00,0
738,0.375,0,0.00,0
739,0.355,0,0.00,0
740,0.351,0,0.00,0
741,0.349,0,0.00,0
742,0.363,0,0.00,0
743,0.377,0,0.00,0
744,0.328,0,0.00,0
745,0.365,0,0.00,0
746,0.305,0,0.00,0
747,0.330,0,0.00,0
748,0.345,0,0.00,0
749,0.370,0,0.00,0
750,0.332,0,0.00,0
751,0.352,0,0.00,0
752,0.329,0,0.00,0
753,0.333,0,0.00,0
754,0.340,0,0.00,0
755,0.340,0,0.00,0
756,0.344,0,0.00,0
757,0.372,0,0.00,0
758,0.351,0,0.00,0
759,0.339,0,0.00,0
760,0.285,0,0.00,0
761,0.335,0,0.00,0
762,0.351,0,0.00,0
763,0.327,0,0.00,0
764,0.309,0,0.00,0
765,0.340,0,0.00,0
766,0.390,0,0.00,0
767,0.319,0,0.00,0
768,0.339,0,0.00,0
769,0.330,0,0.00,0
770,0.303,0,0.00,0
771,0.331,0,0.00,0
772,0.294,0,0.00,0
773,0.334,0,0.00,0
774,0.314,0,0.00,0
775,0.313,0,0.00,0
776,0.310,0,0.00,0
777,0.292,0,0.00,0
778,0.255,0,0.00,0
779,0.306,0,0.00,0
780,0.278,0,0.00,0
781,0.331,0,0.00,0
782,0.292,0,0.00,0
783,0.312,0,0.00,0
784,0.186,0,0.00,0
785,0.206,0,0.00,0
786,0.198,1,0.00,0
787,0.327,0,0.00,0
788,0.327,0,0.00,0
789,0.280,0,0.00,0
790,0.255,0,0.00,0
791,0.292,1,0.00,0
792,0.312,0,0.00,0
793,0.256,0,0.00,0
794,0.292,0,0.00,0
795,0.252,1,0.00,0
796,0.293,1,0.00,0
797,0.324,0,0.00,0
798,0.309,0,0.00,0
799,0.328,0,0.00,0
800,0.372,0,0.00,0
801,0.328,0,0.00,0
802,0.338,0,0.00,0
803,0.292,0,0.00,0
804,0.281,0,0.00,0
805,0.329,0,0.00,0
806,0.329,0,0.00,0
807,0.304,0,0.00,0
808,0.290,0,0.00,0
809,0.315,0,0.00,0
810,0.326,0,0.00,0
811,0.315,0,0.00,0
812,0.303,0,0.00,0
813,0.384,0,0.00,0
814,0.305,0,0.00,0
815,0.336,0,0.00,0
816,0.335,0,0.00,0
817,0.348,0,0.00,0
818,0.315,0,0.00,0
819,0.315,0,0.00,0
820,0.354,0,0.00,0
821,0.348,0,0.00,0
822,0.332,0,0.00,0
823,0.304,0,0.00,0
824,0.349,0,0.00,0
825,0.316,0,0.00,0
826,0.280,0,0.00,0
827,0.339,0,0.00,0
828,0.305,0,0.00,0
829,0.292,0,0.00,0
830,0.337,0,0.00,0
831,0.278,0,0.00,0
832,0.288,0,0.00,0
833,0.310,0,0.00,0
834,0.293,0,0.00,0
835,0.279,0,0.00,0
836,0.277,1,0.00,0
837,0.308,0,0.00,0
838,0.286,0,0.00,0
839,0.274,0,0.00,0
840,0.354,0,2.74,0
841,0.275,0,2.74,0
842,0.301,0,2.74,0
843,0.351,0,2.74,0
844,0.324,0,2.74,0
845,0.271,0,2.74,0
846,0.274,0,2.74,0
847,0.298,1,2.86,0
848,0.285,1,2.98,0
849,0.300,1,3.10,0
850,0.250,1,3.21,0
851,0.269,1,3.33,0
852,0.249,1,3.45,0
853,0.266,1,3.57,0
854,0.274,1,3.69,0
855,0.286,1,3.81,0
856,0.294,1,3.93,0
857,0.259,1,4.05,0
858,0.274,1,4.17,0
859,0.306,0,4.17,0
860,0.307,0,4.17,0
861,0.305,0,4.17,0
862,0.335,0,4.17,0
863,0.292,0,4.17,0
864,0.342,0,4.17,0
865,0.325,0,4.17,0
866,0.331,0,4.17,0
867,0.293,0,4.17,0
868,0.315,0,4.17,0
869,0.292,0,4.17,0
870,0.330,0,4.17,0
871,0.317,0,4.17,0
872,0.312,0,4.17,0
873,0.315,0,4.17,0
874,0.290,0,4.17,0
875,0.302,0,4.17,0
876,0.292,0,4.17,0
877,0.316,0,4.17,0
878,0.287,0,4.17,0
879,0.250,0,4.17,0
880,0.256,1,4.29,0
881,0.293,1,4.40,0
882,0.302,0,4.40,0
883,0.302,0,4.40,0
884,0.349,0,4.40,0
885,0.319,0,4.40,0
886,0.311,0,4.40,0
887,0.357,0,4.40,0
888,0.305,0,4.40,0
889,0.307,0,4.40,0
890,0.340,0,4.40,0
891,0.310,0,4.40,0
892,0.329,0,4.40,0
893,0.287,0,4.40,0
894,0.342,0,4.40,0
895,0.281,0,4.40,0
896,0.291,0,4.40,0
897,0.299,1,4.52,0
898,0.323,0,4.52,0
899,0.327,0,4.52,0
900,0.353,0,4.52,0
901,0.308,0,4.52,0
902,0.265,0,4.52,0
903,0.344,0,4.52,0
904,0.334,0,4.52,0
905,0.318,0,4.52,0
906,0.327,0,4.52,0
907,0.317,0,4.52,0
908,0.327,0,4.52,0
909,0.316,0,4.52,0
910,0.327,0,4.52,0
911,0.308,0,4.52,0
912,0.286,0,4.52,0
913,0.303,0,4.52,0
914,0.326,0,4.52,0
915,0.322,0,4.52,0
916,0.332,0,4.52,0
917,0.319,0,4.52,0
918,0.310,0,4.52,0
919,0.281,0,4.52,0
920,0.352,0,4.52,0
921,0.341,0,4.52,0
922,0.315,0,4.52,0
923,0.293,0,4.52,0
924,0.296,0,4.52,0
925,0.310,0,4.52,0
926,0.316,0,4.52,0
927,0.339,0,4.52,0
928,0.327,0,4.52,0
929,0.303,0,4.52,0
930,0.303,0,4.52,0
931,0.363,0,4.52,0
932,0.361,0,4.52,0
933,0.300,0,4.52,0
934,0.281,0,4.52,0
935,0.306,0,4.52,0
936,0.348,0,4.52,0
937,0.315,0,4.52,0
938,0.342,0,4.52,0
939,0.304,0,4.52,0
940,0.331,0,4.52,0
941,0.299,0,4.52,0
942,0.328,0,4.52,0
943,0.342,0,4.52,0
944,0.346,0,4.52,0
945,0.341,0,4.52,0
946,0.389,0,4.52,0
947,0.323,0,4.52,0
948,0.314,0,4.52,0
949,0.355,0,4.52,0
950,0.316,0,4.52,0
951,0.345,0,4.52,0
952,0.330,0,4.52,0
953,0.348,0,4.52,0
954,0.309,0,4.52,0
955,0.290,0,4.52,0
956,0.327,0,4.52,0
957,0.305,0,4.52,0
958,0.367,0,4.52,0
959,0.339,0,4.52,0
960,0.292,0,4.52,0
961,0.281,0,4.52,0
962,0.290,1,4.64,0
963,0.292,1,4.76,0
964,0.380,0,4.76,0
965,0.356,0,4.76,0
966,0.321,0,4.76,0
967,0.336,0,4.76,0
968,0.341,0,4.76,0
969,0.324,0,4.76,0
970,0.323,0,4.76,0
971,0.323,0,4.76,0
972,0.315,0,4.76,0
973,0.358,0,4.76,0
974,0.340,0,4.76,0
975,0.347,0,4.76,0
976,0.341,0,4.76,0
977,0.341,0,4.76,0
978,0.342,0,4.76,0
979,0.345,0,4.76,0
980,0.360,0,4.76,0
981,0.329,0,4.76,0
982,0.331,0,4.76,0
983,0.313,0,4.76,0
984,0.332,0,4.76,0
985,0.311,0,4.76,0
986,0.305,0,4.76,0
987,0.318,0,4.76,0
988,0.340,0,4.76,0
989,0.328,0,4.76,0
990,0.328,0,4.76,0
991,0.256,0,4.76,0
992,0.255,0,4.76,0
993,0.287,1,4.88,0
994,0.281,1,5.00,0
