Frame,Ear Value,Abnormal Blink,PERCLOS,Alarm Level
988,0.210,1,100.12,2
989,0.232,1,100.12,2
990,0.209,1,100.12,2
991,0.219,1,100.12,2
992,0.191,1,100.12,2
993,0.218,1,100.12,2
994,0.232,1,100.12,2
995,0.203,1,100.12,2
996,0.229,1,100.12,2
997,0.193,1,100.12,2
998,0.195,1,100.12,2
999,0.213,1,100.12,2
1000,0.210,1,100.12,2
1001,0.219,1,100.12,2
1002,0.229,1,100.12,2
1003,0.195,1,100.12,2
1004,0.257,1,100.12,2
1005,0.231,1,100.12,2
1006,0.192,1,100.12,2
1007,0.198,1,100.12,2
1008,0.171,1,100.12,2
1009,0.144,1,100.12,2
1010,0.143,1,100.12,2
1011,0.205,1,100.12,2
1012,0.195,1,100.12,2
1013,0.177,1,100.12,2
1014,0.195,1,100.12,2
1015,0.189,1,100.12,2
1016,0.143,1,100.12,2
1017,0.164,1,100.12,2
1018,0.195,1,100.12,2
1019,0.160,1,100.12,2
1020,0.195,1,100.12,2
1021,0.199,1,100.12,2
1022,0.221,1,100.12,2
1023,0.232,1,100.12,2
1024,0.208,1,100.12,2
1025,0.195,1,100.12,2
1026,0.195,1,100.12,2
1027,0.228,1,100.12,2
1028,0.212,1,100.12,2
1029,0.235,1,100.12,2
1030,0.186,1,100.12,2
1031,0.235,1,100.12,2
1032,0.213,1,100.12,2
1033,0.188,1,100.12,2
1034,0.175,1,100.12,2
1035,0.230,1,100.12,2
1036,0.213,1,100.12,2
1037,0.195,1,100.12,2
1038,0.235,1,100.12,2
1039,0.175,1,100.12,2
1040,0.204,1,100.12,2
1041,0.232,1,100.12,2
1042,0.210,1,100.12,2
1043,0.176,1,100.12,2
1044,0.198,1,100.12,2
1045,0.175,1,100.12,2
1046,0.172,1,100.12,2
1047,0.225,1,100.12,2
1048,0.193,1,100.12,2
1049,0.190,1,100.12,2
1050,0.193,1,100.12,2
1051,0.212,1,100.12,2
1052,0.215,1,100.12,2
1053,0.213,1,100.12,2
1054,0.156,1,100.12,2
1055,0.235,1,100.12,2
1056,0.212,1,100.12,2
1057,0.215,1,100.12,2
1058,0.198,1,100.12,2
1059,0.202,1,100.12,2
1060,0.214,1,100.12,2
1061,0.176,1,100.12,2
1062,0.216,1,100.12,2
1063,0.204,1,100.12,2
1064,0.169,1,100.12,2
1065,0.188,1,100.12,2
1066,0.174,1,100.12,2
1067,0.194,1,100.12,2
1068,0.231,1,100.12,2
1069,0.183,1,100.12,2
1070,0.211,1,100.12,2
1071,0.242,1,100.12,2
1072,0.229,1,100.12,2
1073,0.212,1,100.12,2
1074,0.169,1,100.12,2
1075,0.231,1,100.12,2
1076,0.212,1,100.12,2
1077,0.203,1,100.12,2
1078,0.190,1,100.12,2
1079,0.214,1,100.12,2
1080,0.234,1,100.12,2
1081,0.247,1,100.12,2
1082,0.194,1,100.12,2
1083,0.201,1,100.12,2
1084,0.195,1,100.12,2
1085,0.203,1,100.12,2
1086,0.219,1,100.12,2
1087,0.180,1,100.12,2
1088,0.157,1,100.12,2
1089,0.195,1,100.12,2
1090,0.171,1,100.12,2
1091,0.184,1,100.12,2
1092,0.191,1,100.12,2
1093,0.176,1,100.12,2
1094,0.198,1,100.12,2
1095,0.190,1,100.12,2
1096,0.214,1,100.12,2
1097,0.191,1,100.12,2
1098,0.187,1,100.12,2
1099,0.208,1,100.12,2
1100,0.213,1,100.12,2
1101,0.195,1,100.12,2
1102,0.231,1,100.12,2
1103,0.202,1,100.12,2
1104,0.223,1,100.12,2
1105,0.232,1,100.12,2
1106,0.187,1,100.12,2
1107,0.242,1,100.12,2
1108,0.194,1,100.12,2
1109,0.175,1,100.12,2
1110,0.232,1,100.12,2
1111,0.210,1,100.12,2
1112,0.166,1,100.12,2
1113,0.176,1,100.12,2
1114,0.154,1,100.12,2
1115,0.176,1,100.12,2
1116,0.155,1,100.12,2
1117,0.164,1,100.12,2
1118,0.175,1,100.12,2
1119,0.173,1,100.12,2
1120,0.152,1,100.12,2
1121,0.164,1,100.12,2
1122,0.152,1,100.12,2
1123,0.186,1,100.12,2
1124,0.209,1,100.12,2
1125,0.198,1,100.12,2
1126,0.170,1,100.12,2
1127,0.183,1,100.12,2
1128,0.212,1,100.12,2
1129,0.231,1,100.12,2
1130,0.181,1,100.12,2
1131,0.182,1,100.12,2
1132,0.156,1,100.12,2
1133,0.161,1,100.12,2
1134,0.157,1,100.12,2
1135,0.205,1,100.12,2
1136,0.204,1,100.12,2
1137,0.206,1,100.12,2
1138,0.188,1,100.12,2
1139,0.188,1,100.12,2
1140,0.231,1,100.12,2
1141,0.195,1,100.12,2
1142,0.195,1,100.12,2
1143,0.190,1,100.12,2
1144,0.195,1,100.12,2
1145,0.217,1,100.12,2
1146,0.189,1,100.12,2
1147,0.172,1,100.12,2
1148,0.174,1,100.12,2
1149,0.193,1,100.12,2
1150,0.196,1,100.12,2
1151,0.196,1,100.12,2
1152,0.157,1,100.12,2
1153,0.156,1,100.12,2
1154,0.157,1,100.12,2
1155,0.179,1,100.12,2
1156,0.157,1,100.12,2
1157,0.174,1,100.12,2
1158,0.177,1,100.12,2
1159,0.220,1,100.12,2
1160,0.196,1,100.12,2
1161,0.192,1,100.12,2
1162,0.199,1,100.12,2
1163,0.195,1,100.12,2
1164,0.185,1,100.12,2
1165,0.232,1,100.12,2
1166,0.219,1,100.12,2
1167,0.201,1,100.12,2
1168,0.209,1,100.12,2
1169,0.198,1,100.12,2
1170,0.235,1,100.12,2
1171,0.176,1,100.12,2
1172,0.189,1,100.12,2
1173,0.254,1,100.12,2
1174,0.194,1,100.12,2
1175,0.230,1,100.12,2
1176,0.232,1,100.12,2
1177,0.207,1,100.12,2
1178,0.174,1,100.12,2
1179,0.202,1,100.12,2
1180,0.188,1,100.12,2
1181,0.221,1,100.12,2
1182,0.199,1,100.12,2
1183,0.206,1,100.12,2
1184,0.202,1,100.12,2
1185,0.214,1,100.12,2
1186,0.218,1,100.12,2
1187,0.179,1,100.12,2
1188,0.180,1,100.12,2
1189,0.212,1,100.12,2
1190,0.151,1,100.12,2
1191,0.191,1,100.12,2
1192,0.216,1,100.12,2
1193,0.213,1,100.12,2
1194,0.201,1,100.12,2
1195,0.186,1,100.12,2
1196,0.181,1,100.12,2
1197,0.199,1,100.12,2
1198,0.204,1,100.12,2
1199,0.178,1,100.12,2
1200,0.205,1,100.12,2
1201,0.202,1,100.12,2
1202,0.185,1,100.12,2
1203,0.198,1,100.12,2
1204,0.195,1,100.12,2
1205,0.198,1,100.12,2
1206,0.183,1,100.12,2
1207,0.194,1,100.12,2
1208,0.183,1,100.12,2
1209,0.174,1,100.12,2
1210,0.176,1,100.12,2
1211,0.204,1,100.12,2
1212,0.179,1,100.12,2
1213,0.199,1,100.12,2
1214,0.194,1,100.12,2
1215,0.189,1,100.12,2
1216,0.223,1,100.12,2
1217,0.179,1,100.12,2
1218,0.209,1,100.12,2
1219,0.176,1,100.12,2
1220,0.210,1,100.12,2
1221,0.179,1,100.12,2
1222,0.188,1,100.12,2
1223,0.199,1,100.12,2
1224,0.187,1,100.12,2
1225,0.201,1,100.12,2
1226,0.185,1,100.12,2
1227,0.202,1,100.12,2
1228,0.195,1,100.12,2
1229,0.201,1,100.12,2
1230,0.184,1,100.12,2
1231,0.198,1,100.12,2
1232,0.198,1,100.12,2
1233,0.212,1,100.12,2
1234,0.207,1,100.12,2
1235,0.174,1,100.12,2
1236,0.198,1,100.12,2
1237,0.176,1,100.12,2
1238,0.183,1,100.12,2
1239,0.209,1,100.12,2
1240,0.196,1,100.12,2
1241,0.195,1,100.12,2
1242,0.180,1,100.12,2
1243,0.221,1,100.12,2
1244,0.138,1,100.12,2
1245,0.163,1,100.12,2
1246,0.145,1,100.12,2
1247,0.168,1,100.12,2
1248,0.195,1,100.12,2
1249,0.162,1,100.12,2
1250,0.210,1,100.12,2
1251,0.218,1,100.12,2
1252,0.181,1,100.12,2
1253,0.162,1,100.12,2
1254,0.172,1,100.12,2
1255,0.176,1,100.12,2
1256,0.179,1,100.12,2
1257,0.153,1,100.12,2
1258,0.181,1,100.12,2
1259,0.138,1,100.12,2
1260,0.194,1,100.12,2
1261,0.138,1,100.12,2
1262,0.142,1,100.12,2
1263,0.184,1,100.12,2
1264,0.183,1,100.12,2
1265,0.176,1,100.12,2
1266,0.232,1,100.12,2
1267,0.168,1,100.12,2
1268,0.161,1,100.12,2
1269,0.132,1,100.12,2
1270,0.299,1,100.12,2
1271,0.227,1,100.12,2
1272,0.272,1,100.12,2
1273,0.245,1,100.12,2
1274,0.293,1,100.12,2
1275,0.154,1,100.12,2
1276,0.168,1,100.12,2
1277,0.167,1,100.12,2
1278,0.225,1,100.12,2
1279,0.168,1,100.12,2
1280,0.231,1,100.12,2
1281,0.159,1,100.12,2
1282,0.203,1,100.12,2
1283,0.173,1,100.12,2
1284,0.201,1,100.12,2
1285,0.193,1,100.12,2
1286,0.180,1,100.12,2
1287,0.225,1,100.12,2
1288,0.208,1,100.12,2
1289,0.207,1,100.12,2
1290,0.212,1,100.12,2
1291,0.163,1,100.12,2
1292,0.203,1,100.12,2
1293,0.178,1,100.12,2
1294,0.185,1,100.12,2
1295,0.161,1,100.12,2
1296,0.169,1,100.12,2
1297,0.201,1,100.12,2
1298,0.225,1,100.12,2
1299,0.193,1,100.12,2
1300,0.231,1,100.12,2
1301,0.162,1,100.12,2
1302,0.242,1,100.12,2
1303,0.196,1,100.12,2
1304,0.281,1,100.12,2
1305,0.152,1,100.12,2
1306,0.209,1,100.12,2
1307,0.187,1,100.12,2
1308,0.215,1,100.12,2
1309,0.235,1,100.12,2
1310,0.212,1,100.12,2
1311,0.232,1,100.12,2
1312,0.232,1,100.12,2
1313,0.207,1,100.12,2
1314,0.176,1,100.12,2
1315,0.198,1,100.12,2
1316,0.192,1,100.12,2
1317,0.244,1,100.12,2
1318,0.202,1,100.12,2
1319,0.215,1,100.12,2
1320,0.217,1,100.12,2
1321,0.212,1,100.12,2
1322,0.195,1,100.12,2
1323,0.234,1,100.12,2
1324,0.212,1,100.12,2
1325,0.167,1,100.12,2
1326,0.212,1,100.12,2
1327,0.235,1,100.12,2
1328,0.215,1,100.12,2
1329,0.220,1,100.12,2
1330,0.172,1,100.12,2
1331,0.212,1,100.12,2
1332,0.231,1,100.12,2
1333,0.174,1,100.12,2
1334,0.215,1,100.12,2
1335,0.164,1,100.12,2
1336,0.164,1,100.12,2
1337,0.169,1,100.12,2
1338,0.157,1,100.12,2
1339,0.194,1,100.12,2
1340,0.176,1,100.12,2
1341,0.210,1,100.12,2
1342,0.239,1,100.12,2
1343,0.231,1,100.12,2
1344,0.209,1,100.12,2
1345,0.219,1,100.12,2
1346,0.195,1,100.12,2
1347,0.215,1,100.12,2
1348,0.195,1,100.12,2
1349,0.163,1,100.12,2
1350,0.224,1,100.12,2
1351,0.174,1,100.12,2
1352,0.191,1,100.12,2
1353,0.210,1,100.12,2
1354,0.202,1,100.12,2
1355,0.163,1,100.12,2
1356,0.176,1,100.12,2
1357,0.210,1,100.12,2
1358,0.205,1,100.12,2
1359,0.255,1,100.12,2
1360,0.195,1,100.12,2
1361,0.219,1,100.12,2
1362,0.243,1,100.12,2
1363,0.240,1,100.12,2
1364,0.241,1,100.12,2
1365,0.255,1,100.12,2
1366,0.201,1,100.12,2
1367,0.207,1,100.12,2
1368,0.201,1,100.12,2
1369,0.225,1,100.12,2
1370,0.236,1,100.12,2
1371,0.215,1,100.12,2
1372,0.214,1,100.12,2
1373,0.194,1,100.12,2
1374,0.195,1,100.12,2
1375,0.184,1,100.12,2
1376,0.195,1,100.12,2
1377,0.177,1,100.12,2
1378,0.232,1,100.12,2
1379,0.205,1,100.12,2
1380,0.205,1,100.12,2
1381,0.157,1,100.12,2
1382,0.207,1,100.12,2
1383,0.223,1,100.12,2
1384,0.211,1,100.12,2
1385,0.178,1,100.12,2
1386,0.191,1,100.12,2
1387,0.187,1,100.12,2
1388,0.231,1,100.12,2
1389,0.184,1,100.12,2
1390,0.194,1,100.12,2
1391,0.233,1,100.12,2
1392,0.195,1,100.12,2
1393,0.255,1,100.12,2
1394,0.243,1,100.12,2
1395,0.262,1,100.12,2
1396,0.209,1,100.12,2
1397,0.226,1,100.12,2
1398,0.209,1,100.12,2
1399,0.232,1,100.12,2
1400,0.232,1,100.12,2
1401,0.232,1,100.12,2
1402,0.230,1,100.12,2
1403,0.232,1,100.12,2
1404,0.207,1,100.12,2
1405,0.226,1,100.12,2
1406,0.209,1,100.12,2
1407,0.255,1,100.12,2
1408,0.212,1,100.12,2
1409,0.212,1,100.12,2
1410,0.190,1,100.12,2
1411,0.191,1,100.12,2
1412,0.220,1,100.12,2
1413,0.190,1,100.12,2
1414,0.176,1,100.12,2
1415,0.180,1,100.12,2
1416,0.195,1,100.12,2
1417,0.195,1,100.12,2
1418,0.180,1,100.12,2
1419,0.194,1,100.12,2
1420,0.180,1,100.12,2
1421,0.206,1,100.12,2
1422,0.235,1,100.12,2
1423,0.230,1,100.12,2
1424,0.190,1,100.12,2
1425,0.193,1,100.12,2
1426,0.232,1,100.12,2
1427,0.213,1,100.12,2
1428,0.211,1,100.12,2
1429,0.226,1,100.12,2
1430,0.206,1,100.12,2
1431,0.188,1,100.12,2
1432,0.213,1,100.12,2
1433,0.194,1,100.12,2
1434,0.169,1,100.12,2
1435,0.245,1,100.12,2
1436,0.235,1,100.12,2
1437,0.245,1,100.12,2
1438,0.213,1,100.12,2
1439,0.232,1,100.12,2
1440,0.207,1,100.12,2
1441,0.206,1,100.12,2
1442,0.214,1,100.12,2
1443,0.202,1,100.12,2
1444,0.193,1,100.12,2
1445,0.213,1,100.12,2
1446,0.193,1,100.12,2
1447,0.202,1,100.12,2
1448,0.189,1,100.12,2
1449,0.195,1,100.12,2
1450,0.168,1,100.12,2
1451,0.203,1,100.12,2
1452,0.319,0,100.00,2
1453,0.162,0,99.88,2
1454,0.234,0,99.76,2
1455,0.180,1,99.76,2
1456,0.156,1,99.76,2
1457,0.153,1,99.76,2
1458,0.170,1,99.76,2
1459,0.203,1,99.76,2
1460,0.157,1,99.76,2
1461,0.234,1,99.76,2
1462,0.153,1,99.76,2
1463,0.176,1,99.76,2
1464,0.176,1,99.76,2
1465,0.199,1,99.76,2
1466,0.152,1,99.76,2
1467,0.175,1,99.76,2
1468,0.153,1,99.76,2
1469,0.184,1,99.76,2
1470,0.176,1,99.76,2
1471,0.194,1,99.76,2
1472,0.208,1,99.76,2
1473,0.213,1,99.76,2
1474,0.187,1,99.76,2
1475,0.203,1,99.76,2
1476,0.242,1,99.76,2
1477,0.227,1,99.76,2
1478,0.251,1,99.76,2
1479,0.224,1,99.76,2
1480,0.250,1,99.76,2
1481,0.249,1,99.76,2
1482,0.249,1,99.76,2
1483,0.242,1,99.76,2
1484,0.213,1,99.76,2
1485,0.232,1,99.76,2
1486,0.233,1,99.76,2
1487,0.215,1,99.76,2
1488,0.242,1,99.76,2
1489,0.233,1,99.76,2
1490,0.260,1,99.76,2
1491,0.221,1,99.76,2
1492,0.217,1,99.76,2
1493,0.220,1,99.76,2
1494,0.210,1,99.76,2
1495,0.181,1,99.76,2
1496,0.232,1,99.76,2
1497,0.194,1,99.76,2
1498,0.164,1,99.76,2
1499,0.207,1,99.76,2
1500,0.186,1,99.76,2
1501,0.232,1,99.76,2
1502,0.202,1,99.76,2
1503,0.194,1,99.76,2
1504,0.202,1,99.76,2
1505,0.214,1,99.76,2
1506,0.195,1,99.76,2
1507,0.193,1,99.76,2
1508,0.242,1,99.76,2
1509,0.232,1,99.76,2
1510,0.211,1,99.76,2
1511,0.231,1,99.76,2
1512,0.252,1,99.76,2
1513,0.230,1,99.76,2
1514,0.230,1,99.76,2
1515,0.230,1,99.76,2
1516,0.233,1,99.76,2
1517,0.272,1,99.76,2
1518,0.230,1,99.76,2
1519,0.271,1,99.76,2
1520,0.277,1,99.76,2
1521,0.251,1,99.76,2
1522,0.312,0,99.64,2
1523,0.248,0,99.52,2
1524,0.245,0,99.40,2
1525,0.248,1,99.40,2
1526,0.314,0,99.29,2
1527,0.282,0,99.17,2
1528,0.263,0,99.05,2
1529,0.248,1,99.05,2
1530,0.268,1,99.05,2
1531,0.282,1,99.05,2
1532,0.261,1,99.05,2
1533,0.280,1,99.05,2
1534,0.241,1,99.05,2
1535,0.233,1,99.05,2
1536,0.219,1,99.05,2
1537,0.230,1,99.05,2
1538,0.230,1,99.05,2
1539,0.232,1,99.05,2
1540,0.248,1,99.05,2
1541,0.233,1,99.05,2
1542,0.230,1,99.05,2
1543,0.211,1,99.05,2
1544,0.214,1,99.05,2
1545,0.211,1,99.05,2
1546,0.231,1,99.05,2
1547,0.230,1,99.05,2
1548,0.262,1,99.05,2
1549,0.214,1,99.05,2
1550,0.261,1,99.05,2
1551,0.240,1,99.05,2
1552,0.283,1,99.05,2
1553,0.220,1,99.05,2
1554,0.190,1,99.05,2
1555,0.243,1,99.05,2
1556,0.262,1,99.05,2
1557,0.230,1,99.05,2
1558,0.207,1,99.05,2
1559,0.241,1,99.05,2
1560,0.232,1,99.05,2
1561,0.230,1,99.05,2
1562,0.221,1,99.05,2
1563,0.226,1,99.05,2
1564,0.251,1,99.05,2
1565,0.251,1,99.05,2
1566,0.273,1,99.05,2
1567,0.248,1,99.05,2
1568,0.253,1,99.05,2
1569,0.230,1,99.05,2
1570,0.228,1,99.05,2
1571,0.253,1,99.05,2
1572,0.245,1,99.05,2
1573,0.215,1,99.05,2
1574,0.211,1,99.05,2
1575,0.230,1,99.05,2
1576,0.207,1,99.05,2
1577,0.251,1,99.05,2
1578,0.210,1,99.05,2
1579,0.251,1,99.05,2
1580,0.272,1,99.05,2
1581,0.210,1,99.05,2
1582,0.250,1,99.05,2
1583,0.191,1,99.05,2
1584,0.248,1,99.05,2
1585,0.211,1,99.05,2
1586,0.229,1,99.05,2
1587,0.255,1,99.05,2
1588,0.186,1,99.05,2
1589,0.227,1,99.05,2
1590,0.248,1,99.05,2
1591,0.227,1,99.05,2
1592,0.191,1,99.05,2
1593,0.248,1,99.05,2
1594,0.248,1,99.05,2
1595,0.268,1,99.05,2
1596,0.269,1,99.05,2
1597,0.270,1,99.05,2
1598,0.248,1,99.05,2
1599,0.240,1,99.05,2
1600,0.223,1,99.05,2
1601,0.246,1,99.05,2
1602,0.274,1,99.05,2
1603,0.251,1,99.05,2
1604,0.232,1,99.05,2
1605,0.211,1,99.05,2
1606,0.211,1,99.05,2
1607,0.243,1,99.05,2
1608,0.222,1,99.05,2
1609,0.248,1,99.05,2
1610,0.223,1,99.05,2
1611,0.205,1,99.05,2
1612,0.251,1,99.05,2
1613,0.251,1,99.05,2
1614,0.250,1,99.05,2
1615,0.214,1,99.05,2
1616,0.248,1,99.05,2
1617,0.227,1,99.05,2
1618,0.267,1,99.05,2
1619,0.248,1,99.05,2
1620,0.272,1,99.05,2
1621,0.227,1,99.05,2
1622,0.232,1,99.05,2
1623,0.251,1,99.05,2
1624,0.232,1,99.05,2
1625,0.211,1,99.05,2
1626,0.219,1,99.05,2
1627,0.223,1,99.05,2
1628,0.272,1,99.05,2
1629,0.223,1,99.05,2
1630,0.245,1,99.05,2
1631,0.215,1,99.05,2
1632,0.184,1,99.05,2
1633,0.219,1,99.05,2
1634,0.202,1,99.05,2
1635,0.251,1,99.05,2
1636,0.243,1,99.05,2
1637,0.229,1,99.05,2
1638,0.221,1,99.05,2
1639,0.211,1,99.05,2
1640,0.231,1,99.05,2
1641,0.251,1,99.05,2
1642,0.250,1,99.05,2
1643,0.207,1,99.05,2
1644,0.211,1,99.05,2
1645,0.229,1,99.05,2
1646,0.248,1,99.05,2
1647,0.291,1,99.05,2
1648,0.207,1,99.05,2
1649,0.221,1,99.05,2
1650,0.231,1,99.05,2
1651,0.227,1,99.05,2
1652,0.270,1,99.05,2
1653,0.227,1,99.05,2
1654,0.251,1,99.05,2
1655,0.227,1,99.05,2
1656,0.232,1,99.05,2
1657,0.228,1,99.05,2
1658,0.253,1,99.05,2
1659,0.247,1,99.05,2
1660,0.230,1,99.05,2
1661,0.232,1,99.05,2
1662,0.251,1,99.05,2
1663,0.251,1,99.05,2
1664,0.190,1,99.05,2
1665,0.237,1,99.05,2
1666,0.241,1,99.05,2
1667,0.213,1,99.05,2
1668,0.232,1,99.05,2
1669,0.231,1,99.05,2
1670,0.230,1,99.05,2
1671,0.232,1,99.05,2
1672,0.234,1,99.05,2
1673,0.232,1,99.05,2
1674,0.250,1,99.05,2
1675,0.226,1,99.05,2
1676,0.240,1,99.05,2
1677,0.238,1,99.05,2
1678,0.233,1,99.05,2
1679,0.253,1,99.05,2
1680,0.238,1,99.05,2
1681,0.241,1,99.05,2
1682,0.240,1,99.05,2
1683,0.253,1,99.05,2
1684,0.239,1,99.05,2
1685,0.285,1,99.05,2
1686,0.229,1,99.05,2
1687,0.242,1,99.05,2
1688,0.251,1,99.05,2
1689,0.272,1,99.05,2
1690,0.272,1,99.05,2
1691,0.272,1,99.05,2
1692,0.242,1,99.05,2
1693,0.291,1,99.05,2
1694,0.242,1,99.05,2
1695,0.261,1,99.05,2
1696,0.273,1,99.05,2
1697,0.229,1,99.05,2
1698,0.235,1,99.05,2
1699,0.239,1,99.05,2
1700,0.248,1,99.05,2
1701,0.242,1,99.05,2
1702,0.218,1,99.05,2
1703,0.220,1,99.05,2
1704,0.221,1,99.05,2
1705,0.199,1,99.05,2
1706,0.217,1,99.05,2
1707,0.176,1,99.05,2
1708,0.177,1,99.05,2
1709,0.164,1,99.05,2
1710,0.165,1,99.05,2
1711,0.168,1,99.05,2
1712,0.178,1,99.05,2
1713,0.172,1,99.05,2
1714,0.185,1,99.05,2
1715,0.178,1,99.05,2
1716,0.210,1,99.05,2
1717,0.172,1,99.05,2
1718,0.184,1,99.05,2
1719,0.172,1,99.05,2
1720,0.211,1,99.05,2
1721,0.192,1,99.05,2
1722,0.192,1,99.05,2
1723,0.221,1,99.05,2
1724,0.195,1,99.05,2
1725,0.226,1,99.05,2
1726,0.213,1,99.05,2
1727,0.221,1,99.05,2
1728,0.235,1,99.05,2
1729,0.245,1,99.05,2
1730,0.233,1,99.05,2
1731,0.190,1,99.05,2
1732,0.214,1,99.05,2
1733,0.243,1,99.05,2
1734,0.201,1,99.05,2
1735,0.203,1,99.05,2
1736,0.202,1,99.05,2
1737,0.241,1,99.05,2
1738,0.242,1,99.05,2
1739,0.242,1,99.05,2
1740,0.223,1,99.05,2
1741,0.207,1,99.05,2
1742,0.195,1,99.05,2
1743,0.210,1,99.05,2
1744,0.223,1,99.05,2
1745,0.243,1,99.05,2
1746,0.231,1,99.05,2
1747,0.209,1,99.05,2
1748,0.190,1,99.05,2
1749,0.193,1,99.05,2
1750,0.235,1,99.05,2
1751,0.245,1,99.05,2
1752,0.242,1,99.05,2
1753,0.232,1,99.05,2
1754,0.185,1,99.05,2
1755,0.222,1,99.05,2
1756,0.203,1,99.05,2
1757,0.172,1,99.05,2
1758,0.223,1,99.05,2
1759,0.242,1,99.05,2
1760,0.196,1,99.05,2
1761,0.240,1,99.05,2
1762,0.233,1,99.05,2
1763,0.223,1,99.05,2
1764,0.201,1,99.05,2
1765,0.242,1,99.05,2
1766,0.172,1,99.05,2
1767,0.213,1,99.05,2
1768,0.212,1,99.05,2
1769,0.202,1,99.05,2
1770,0.251,1,99.05,2
1771,0.220,1,99.05,2
1772,0.223,1,99.05,2
1773,0.234,1,99.05,2
1774,0.215,1,99.05,2
1775,0.270,1,99.05,2
1776,0.242,1,99.05,2
1777,0.242,1,99.05,2
1778,0.232,1,99.05,2
1779,0.214,1,99.05,2
1780,0.235,1,99.05,2
1781,0.251,1,99.05,2
1782,0.240,1,99.05,2
1783,0.239,1,99.05,2
1784,0.177,1,99.05,2
1785,0.219,1,99.05,2
1786,0.251,1,99.05,2
1787,0.185,1,99.05,2
1788,0.184,1,99.05,2
1789,0.157,1,99.05,2
1790,0.184,1,99.05,2
1791,0.187,1,99.05,2
1792,0.147,1,99.05,2
1793,0.180,1,99.05,2
1794,0.211,1,99.05,2
1795,0.183,1,99.05,2
1796,0.162,1,99.05,2
1797,0.203,1,99.05,2
1798,0.213,1,99.05,2
1799,0.202,1,99.05,2
1800,0.194,1,99.05,2
1801,0.162,1,99.05,2
1802,0.188,1,99.05,2
1803,0.215,1,99.05,2
1804,0.206,1,99.05,2
1805,0.218,1,99.05,2
1806,0.188,1,99.05,2
1807,0.189,1,99.05,2
1808,0.244,1,99.05,2
1809,0.184,1,99.05,2
1810,0.213,1,99.05,2
1811,0.181,1,99.05,2
1812,0.186,1,99.05,2
1813,0.211,1,99.05,2
1814,0.193,1,99.05,2
1815,0.185,1,99.05,2
1816,0.175,1,99.05,2
1817,0.183,1,99.05,2
1818,0.194,1,99.05,2
1819,0.193,1,99.05,2
1820,0.196,1,99.05,2
1821,0.202,1,99.05,2
1822,0.247,1,99.05,2
1823,0.213,1,99.05,2
1824,0.192,1,99.05,2
1825,0.215,1,99.05,2
1826,0.176,1,99.05,2
1827,0.173,1,99.05,2
1828,0.199,1,99.05,2
1829,0.176,1,99.05,2
1830,0.152,1,99.05,2
1831,0.213,1,99.05,2
1832,0.182,1,99.05,2
1833,0.176,1,99.05,2
1834,0.187,1,99.05,2
1835,0.151,1,99.05,2
1836,0.157,1,99.05,2
1837,0.153,1,99.05,2
1838,0.189,1,99.05,2
1839,0.176,1,99.05,2
1840,0.214,1,99.05,2
1841,0.182,1,99.05,2
1842,0.196,1,99.05,2
1843,0.176,1,99.05,2
1844,0.176,1,99.05,2
1845,0.187,1,99.05,2
1846,0.205,1,99.05,2
1847,0.172,1,99.05,2
1848,0.195,1,99.05,2
1849,0.176,1,99.05,2
1850,0.191,1,99.05,2
1851,0.195,1,99.05,2
1852,0.233,1,99.05,2
1853,0.187,1,99.05,2
1854,0.192,1,99.05,2
1855,0.209,1,99.05,2
1856,0.211,1,99.05,2
1857,0.213,1,99.05,2
1858,0.214,1,99.05,2
1859,0.181,1,99.05,2
1860,0.195,1,99.05,2
1861,0.192,1,99.05,2
1862,0.194,1,99.05,2
1863,0.230,1,99.05,2
1864,0.210,1,99.05,2
1865,0.199,1,99.05,2
1866,0.232,1,99.05,2
1867,0.179,1,99.05,2
1868,0.177,1,99.05,2
1869,0.224,1,99.05,2
1870,0.205,1,99.05,2
1871,0.229,1,99.05,2
1872,0.238,1,99.05,2
1873,0.210,1,99.05,2
1874,0.250,1,99.05,2
1875,0.212,1,99.05,2
1876,0.231,1,99.05,2
1877,0.232,1,99.05,2
1878,0.233,1,99.05,2
1879,0.206,1,99.05,2
1880,0.233,1,99.05,2
1881,0.251,1,99.05,2
1882,0.176,1,99.05,2
1883,0.235,1,99.05,2
1884,0.213,1,99.05,2
1885,0.195,1,99.05,2
1886,0.199,1,99.05,2
1887,0.231,1,99.05,2
1888,0.233,1,99.05,2
1889,0.191,1,99.05,2
1890,0.232,1,99.05,2
1891,0.212,1,99.05,2
1892,0.195,1,99.05,2
1893,0.213,1,99.05,2
1894,0.170,1,99.05,2
1895,0.183,1,99.05,2
1896,0.194,1,99.05,2
1897,0.139,1,99.05,2
1898,0.187,1,99.05,2
1899,0.278,1,99.05,2
1900,0.319,0,98.93,2
1901,0.236,0,98.81,2
1902,0.153,0,98.69,2
1903,0.251,1,98.69,2
1904,0.195,1,98.69,2
1905,0.177,1,98.69,2
1906,0.127,1,98.69,2
1907,0.153,1,98.69,2
1908,0.181,1,98.69,2
1909,0.203,1,98.69,2
1910,0.171,1,98.69,2
1911,0.168,1,98.69,2
1912,0.224,1,98.69,2
1913,0.146,1,98.69,2
1914,0.152,1,98.69,2
1915,0.141,1,98.69,2
1916,0.136,1,98.69,2
1917,0.152,1,98.69,2
1918,0.172,1,98.69,2
